BV号：BV1ab411h7qB
标题：BV1ab411h7qB
链接：https://www.bilibili.com/video/BV1ab411h7qB
识别语言：zh
语言置信度：1
分段数：395
生成时间：2026-04-04 08:38:56

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我是让学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:26] 欢迎大家收看咱们本期的张老师课堂
[00:00:26 - 00:00:31] 那么最近很多学校的考研的成绩
[00:00:31 - 00:00:32] 已经陆陆续续的出来了
[00:00:32 - 00:00:36] 那么相信大家都已经在网上查了一下自己的成绩
[00:00:36 - 00:00:39] 那么咱们今天就做一期这样的张老师课堂
[00:00:39 - 00:00:42] 来给大家讲一讲关于分书线的那些事
[00:00:42 - 00:00:44] 那么首先大家对于分书线
[00:00:44 - 00:00:45] 首先要有一个了解
[00:00:45 - 00:00:50] 就是咱们分出线是分成三个分出线的
[00:00:50 - 00:00:51] 首先第一个分出线叫做
[00:00:51 - 00:00:54] 三十四所自主化学院院校的分出线
[00:00:54 - 00:00:57] 在咱们中国有一批比较厉害的学校
[00:00:57 - 00:00:59] 这些学校都是985共同大学
[00:00:59 - 00:01:02] 咱们中国的营有39所985共同大学
[00:01:02 - 00:01:06] 其中三十四所学校是进行自主化线的院校
[00:01:06 - 00:01:08] 那么第一类的分出线就叫做
[00:01:08 - 00:01:11] 三十四所自主化学院校的分出线
[00:01:11 - 00:01:13] 那么如果说各位同学
[00:01:13 - 00:01:15] 你考的是这三十四所自主化学院校
[00:01:15 - 00:01:16] 你要是考这些学校的话
[00:01:16 - 00:01:18] 首先你要注意一下
[00:01:18 - 00:01:21] 就是你的分数线会出来的比较早
[00:01:21 - 00:01:23] 这个你一定要去注意一下
[00:01:23 - 00:01:25] 那么这34所自主花学院校
[00:01:25 - 00:01:28] 会在下个星期的1
[00:01:28 - 00:01:31] 或者是最近我们的分数线就要出来了
[00:01:31 - 00:01:33] 这34个学校是陆陆续续出分数线的
[00:01:33 - 00:01:34] 那么往年呢
[00:01:34 - 00:01:36] 第一个出分数线的有的时候是下大
[00:01:36 - 00:01:38] 有的时候是北大
[00:01:38 - 00:01:39] 有的时候是哈根达
[00:01:39 - 00:01:40] 有的时候是大点理工
[00:01:40 - 00:01:43] 那么这些学校都会分数线出来的比较早一些
[00:01:43 - 00:01:45] 所以说持续到什么时候呢
[00:01:45 - 00:01:46] 持续到3月初
[00:01:46 - 00:01:48] 到3月5号左右
[00:01:48 - 00:01:50] 这34个学校的分数线都会出来
[00:01:50 - 00:01:52] 然后大家一定要去注意一下
[00:01:52 - 00:01:54] 这34个学校的分数线
[00:01:54 - 00:01:55] 一定要注意一下
[00:01:55 - 00:01:57] 它是学科门类线
[00:01:57 - 00:02:00] 而不是专业线
[00:02:00 - 00:02:03] 它的画分数线的手术都是画的什么呢
[00:02:03 - 00:02:04] 哲学多少分
[00:02:04 - 00:02:04] 经纪多少分
[00:02:04 - 00:02:05] 法学多少分
[00:02:05 - 00:02:06] 历史学多少分
[00:02:06 - 00:02:07] 工学多少分
[00:02:07 - 00:02:09] 而不会画到具体的某一个专业
[00:02:09 - 00:02:11] 它刚刚是第一版给的
[00:02:11 - 00:02:12] 是这个
[00:02:12 - 00:02:14] 那么第二版在给的时候
[00:02:14 - 00:02:16] 会给到专业的分数线
[00:02:16 - 00:02:18] 那么什么叫做学科门令线
[00:02:18 - 00:02:19] 什么叫做专业线
[00:02:19 - 00:02:21] 我们在后边后会给大家讲解
[00:02:21 - 00:02:22] 这是我们要说的第一个线
[00:02:22 - 00:02:24] 三十四所自主环线校
[00:02:24 - 00:02:28] 这个线其实只对考这些学校的同学有意义
[00:02:28 - 00:02:30] 对于其他的同学来讲是没有什么太大意义的
[00:02:30 - 00:02:32] 你也就看看这呢
[00:02:32 - 00:02:35] 那么第二个线就是我们口口声声所说的这个叫国家线
[00:02:35 - 00:02:37] 这个国家线大家可以看到
[00:02:37 - 00:02:41] 有A类考生国家线和B类考生国家线
[00:02:41 - 00:02:45] 我们拿近几年的国家线来给大家来举一个例子
