BV号：BV1Pt411y7Uw
标题：BV1Pt411y7Uw
链接：https://www.bilibili.com/video/BV1Pt411y7Uw
识别语言：zh
语言置信度：1
分段数：320
生成时间：2026-04-04 09:09:02

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:27] 咱们本期话题继续来聊一聊中国的大学
[00:00:27 - 00:00:29] 在生世纪90年代
[00:00:29 - 00:00:30] 中国大学就开始扩招
[00:00:30 - 00:00:33] 因为确实是我们国家对人才的需求量
[00:00:33 - 00:00:34] 使越来越大
[00:00:34 - 00:00:36] 因为我们国家发展的是越来越快的
[00:00:36 - 00:00:38] 那么对人才需求量大怎么办呢
[00:00:38 - 00:00:40] 我大学就开始扩招
[00:00:40 - 00:00:42] 这一扩招就发现
[00:00:42 - 00:00:45] 很多大学校园不够用
[00:00:45 - 00:00:46] 再加上什么
[00:00:46 - 00:00:49] 就有些学校太专业化
[00:00:49 - 00:00:50] 太专业化
[00:00:50 - 00:00:53] 而那个时候咱们国家又提出了一个两个计划
[00:00:53 - 00:00:55] 这两个计划一个叫21工程大学计划
[00:00:55 - 00:00:57] 一个叫985工程计划
[00:00:57 - 00:00:59] 这个21工程大学叫什么
[00:00:59 - 00:01:01] 叫21世纪中国易白所
[00:01:01 - 00:01:02] 名校
[00:01:02 - 00:01:04] 这个985工程大学是什么
[00:01:04 - 00:01:05] 是98年5月份
[00:01:05 - 00:01:07] 江泽民同志在北京大学校囚
[00:01:07 - 00:01:08] 100多年的校学会上提出
[00:01:08 - 00:01:12] 我国有建设一批世界一流之名搞笑的计划
[00:01:12 - 00:01:13] 叫985计划
[00:01:13 - 00:01:15] 这两个计划一提出来有后的话
[00:01:15 - 00:01:19] 什么就是你自己比是没有意思的
[00:01:19 - 00:01:19] 对吧
[00:01:19 - 00:01:20] 你自己比是没有意思的
[00:01:20 - 00:01:21] 说我在中国排地
[00:01:21 - 00:01:23] 这是没有意思的
[00:01:23 - 00:01:24] 我要什么
[00:01:24 - 00:01:27] 我要成为世界一流知名大学
[00:01:27 - 00:01:30] 那你成为一个世界一流知名大学的话
[00:01:30 - 00:01:33] 你会发现你要是一个单独的一个专员
[00:01:33 - 00:01:34] 小
[00:01:34 - 00:01:37] 你可能在各方面的排名水平
[00:01:37 - 00:01:40] 因为你要知道一个大学的评价体系是
[00:01:40 - 00:01:41] 是很多的
[00:01:41 - 00:01:44] 比如说很多大学的评价体系是这样的
[00:01:44 - 00:01:47] 就是要看一下這個學校的一個學術能力
[00:01:47 - 00:01:48] 這個學術能力指的是什麼呢
[00:01:48 - 00:01:51] 指的是這個學校的老師在一年之內
[00:01:51 - 00:01:55] 發表在各個期開上的論文總合的一個積分排名
[00:01:55 - 00:01:57] 那如果說你一個單一學科的話
[00:01:57 - 00:02:00] 那你寫死那幫老師他也寫不出
[00:02:00 - 00:02:02] 那麼多高學量的論文
[00:02:02 - 00:02:02] 那怎麼辦呢
[00:02:02 - 00:02:04] 我就多學科
[00:02:04 - 00:02:05] 我就多學科
[00:02:05 - 00:02:06] 我什麼專業都有
[00:02:06 - 00:02:08] 那我想什麼專業都有怎麼辦呢
[00:02:08 - 00:02:09] 我就開始合併
[00:02:09 - 00:02:10] 就開始合併
[00:02:10 - 00:02:12] 然後紐克發現在上個世紀的90年代初
[00:02:12 - 00:02:14] 从90年代初开始
[00:02:14 - 00:02:15] 南昌大学开始合并
[00:02:15 - 00:02:16] 合并完以后的话
[00:02:16 - 00:02:18] 以一个学校为标志
[00:02:18 - 00:02:18] 什么呢
[00:02:18 - 00:02:19] 就是浙江大学
[00:02:19 - 00:02:20] 98年的时候
[00:02:20 - 00:02:21] 四校合一
[00:02:21 - 00:02:25] 以它为最具旗帜代表性的事件
[00:02:25 - 00:02:26] 然后的话
[00:02:26 - 00:02:28] 中国大学开始大规模的合并
[00:02:28 - 00:02:31] 当然也包括当年我的母校郑州大学
[00:02:31 - 00:02:32] 郑州大学当时是合并了
[00:02:32 - 00:02:33] 河南一科大学
