BV号：BV1eW411h74t
标题：BV1eW411h74t
链接：https://www.bilibili.com/video/BV1eW411h74t
识别语言：zh
语言置信度：1
分段数：156
生成时间：2026-04-04 12:17:02

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:04 - 00:00:05] 你还说
[00:00:05 - 00:00:05] 干嘛来了
[00:00:05 - 00:00:06] 考研
[00:00:07 - 00:00:08] 可不能让你好
[00:00:08 - 00:00:09] 放学别走
[00:00:09 - 00:00:10] 为什么呀
[00:00:10 - 00:00:11] 是因为老师的人群多
[00:00:11 - 00:00:12] 看了你
[00:00:17 - 00:00:19] 你怎么在公道当中突出你自己
[00:00:20 - 00:00:21] 你研究说只是一个
[00:00:21 - 00:00:22] 进入那个单位的门槛
[00:00:22 - 00:00:24] 你进去以后怎么突出你自己
[00:00:25 - 00:00:26] 突出你自己最好的方式是什么
[00:00:26 - 00:00:27] 同学
[00:00:27 - 00:00:28] 记住同学
[00:00:28 - 00:00:30] 你本科阶段如果上大学第一节课
[00:00:30 - 00:00:31] 是我给你讲的话
[00:00:31 - 00:00:31] 我得给你讲这个了
[00:00:31 - 00:00:32] 但没办法
[00:00:32 - 00:00:33] 到这才给你讲课啊
[00:00:33 - 00:00:35] 你考上研以后同学记录
[00:00:35 - 00:00:37] 你在上大学期间最重的一个事情
[00:00:37 - 00:00:38] 除了把你专业课职职学校以外
[00:00:38 - 00:00:39] 最重要的事情怎么样
[00:00:39 - 00:00:42] 发现自己身上的一项特长
[00:00:42 - 00:00:44] 你要知道自己什么项目是特长
[00:00:44 - 00:00:45] 你知道哪一方面是特长
[00:00:45 - 00:00:46] 我最厉害
[00:00:46 - 00:00:47] 这个方面我最厉害
[00:00:47 - 00:00:49] 啥都行
[00:00:49 - 00:00:50] 什么都行
[00:00:50 - 00:00:51] 什么都可以成为特长
[00:00:51 - 00:00:51] 你知道吧
[00:00:51 - 00:00:52] 我上次遇到一个女生
[00:00:52 - 00:00:53] 那个女生说到这
[00:00:53 - 00:00:54] 我就没什么特长
[00:00:54 - 00:00:57] 我就特别能逛街
[00:00:57 - 00:00:58] 这算特长吗
[00:00:58 - 00:01:00] 我说你能逛到什么程度
[00:01:00 - 00:01:01] 他这样说一说说
[00:01:01 - 00:01:02] 我逛街舞都不太累的
[00:01:02 - 00:01:04] 我8小时不在休息的
[00:01:04 - 00:01:05] 我们那狗是被我溜死的
[00:01:07 - 00:01:08] 这个好厉害啊这个
[00:01:09 - 00:01:09] 这个好厉害
[00:01:09 - 00:01:11] 有的人说张老师我跟你说
[00:01:11 - 00:01:12] 我现在对太元就特别了解了
[00:01:12 - 00:01:13] 了解了什么呢
[00:01:13 - 00:01:14] 太元各大商场什么档次
[00:01:14 - 00:01:17] 哪个品牌在哪一家商场那边有店
[00:01:17 - 00:01:18] 他们什么时候打折
[00:01:18 - 00:01:18] 什么时候有新品
[00:01:18 - 00:01:20] 我买不起老娘知道
[00:01:21 - 00:01:22] 这就是特厂
[00:01:22 - 00:01:23] 这就是特厂
[00:01:23 - 00:01:24] 这全也经过特厂
[00:01:24 - 00:01:25] 对了
[00:01:25 - 00:01:26] 为什么同学
[00:01:26 - 00:01:27] 你接来工作以后
[00:01:27 - 00:01:28] 你领导如果是个女的
[00:01:28 - 00:01:29] 她如果愿意攻击
[00:01:29 - 00:01:30] 你是不是可以陪她攻击
[00:01:31 - 00:01:31] 对不对
[00:01:31 - 00:01:32] 啥都知道
[00:01:32 - 00:01:34] 你老板的老婆喜欢逛街
[00:01:34 - 00:01:35] 你一说可以逛街
[00:01:35 - 00:01:37] 他信任你能明白吗
[00:01:37 - 00:01:39] 那你想想同学你将来老板发展
[00:01:39 - 00:01:41] 他后面会带着你啊
[00:01:41 - 00:01:41] 对不对
[00:01:41 - 00:01:43] 有人说张老师我没什么
[00:01:43 - 00:01:44] 老师我皮图特别厉害
[00:01:44 - 00:01:45] 有女生喜欢自拍
[00:01:45 - 00:01:46] 皮图皮特别厉害
[00:01:46 - 00:01:47] 说张老师你把你照片给我
[00:01:47 - 00:01:49] 我给你皮图零日零
[00:01:49 - 00:01:50] 好厉害这个
[00:01:50 - 00:01:51] 这个好厉害
[00:01:51 - 00:01:51] 我给你说同学
[00:01:51 - 00:01:53] 这个也是特长为什么
[00:01:53 - 00:01:53] 你将来工作的时候
[00:01:53 - 00:01:54] 你们这个小组啊
[00:01:54 - 00:01:56] 包括你们公司当中
[00:01:56 - 00:01:57] 如果说有人的话
[00:01:57 - 00:01:58] 他比较喜欢拍照
[00:01:58 - 00:01:59] 比较喜欢皮图的话
[00:01:59 - 00:02:00] 你批的比他好
[00:02:00 - 00:02:01] 他照完照片后就过来一提
[00:02:01 - 00:02:03] 你说全公司人都知道你屁股屁得好
[00:02:03 - 00:02:04] 你会不会被人注意到
[00:02:04 - 00:02:05] 会被人注意到了
[00:02:05 - 00:02:06] 小视频
[00:02:06 - 00:02:08] 那张老师你看我们今天开了一个年会
[00:02:08 - 00:02:10] 有唱歌的跳舞的乐园小品的
[00:02:10 - 00:02:10] 特别的好
[00:02:10 - 00:02:13] 结果你拍了一些小视频给他剪辑一下
[00:02:13 - 00:02:14] 发到公司的群里边
[00:02:14 - 00:02:15] 提振了公司的事情
[00:02:15 - 00:02:17] 你说老板会不会注意到你
[00:02:17 - 00:02:19] 包括体育项目
[00:02:19 - 00:02:19] 知道吧
