BV号：BV1zb411P7Ua
标题：BV1zb411P7Ua
链接：https://www.bilibili.com/video/BV1zb411P7Ua
识别语言：zh
语言置信度：1
分段数：203
生成时间：2026-04-04 09:18:07

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我上学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:27] 欢迎大家走进我们本期的张老师课堂
[00:00:27 - 00:00:31] 那么最近在我的微博四期当中一直有这么几个同学
[00:00:31 - 00:00:33] 给我发信说张老师你看你讲那么多专业了
[00:00:33 - 00:00:36] 啥时候讲讲我们心理学专业
[00:00:36 - 00:00:36] 对吧
[00:00:36 - 00:00:40] 咱们今天来讲一讲关于心理学专业
[00:00:40 - 00:00:42] 那么我们心理学的考研的时候
[00:00:43 - 00:00:45] 其实这个专业还是有一些说道的
[00:00:45 - 00:00:46] 为什么呢
[00:00:46 - 00:00:49] 因为如果说从颁发学位重的角度来讲
[00:00:49 - 00:00:52] 心理学是可以发两个学科能力的学位重
[00:00:52 - 00:00:53] 一个叫做教育学
[00:00:53 - 00:00:55] 一个叫做心理学
[00:00:55 - 00:00:57] 那么你如何辨别你考研
[00:00:57 - 00:00:59] 你所报考的那个学校
[00:00:59 - 00:01:00] 它是按照教育学招生
[00:01:00 - 00:01:02] 还是按照心理学招生
[00:01:02 - 00:01:03] 这个之前我们在讲别的专业的时候
[00:01:03 - 00:01:05] 也给大家稍微讲过一点点
[00:01:05 - 00:01:09] 就是看一下这个专业的专业代码的前两位
[00:01:09 - 00:01:14] 那么如果说你这个专业代码前两位是以零四开头的
[00:01:14 - 00:01:17] 那么这个就是属于给你发教育学学位的
[00:01:17 - 00:01:18] 心理学
[00:01:18 - 00:01:20] 如果说你目标院学校招生代码是以
[00:01:20 - 00:01:21] 07开头的
[00:01:21 - 00:01:23] 那么它基本上就给你发的是
[00:01:23 - 00:01:25] 理学学位的心理学
[00:01:25 - 00:01:26] 那么不同学校
[00:01:26 - 00:01:30] 它按照招生的学位方式是不一样的
[00:01:30 - 00:01:32] 如果大家想具体查询的话
[00:01:32 - 00:01:33] 大家可以动录一下
[00:01:33 - 00:01:35] 中国研究部门招生新新网
[00:01:35 - 00:01:37] 就是我们考研报名的官方网站
[00:01:37 - 00:01:40] 然后大家点开硕士目录
[00:01:40 - 00:01:42] 点开硕士目录以后的话
[00:01:42 - 00:01:43] 就是在省份这一块
[00:01:43 - 00:01:45] 大家可以随意去选
[00:01:45 - 00:01:47] 然后的话在学科门类这一块
[00:01:47 - 00:01:50] 大家选择04教育学
[00:01:50 - 00:01:52] 然后这个时候你点它第二排用的方块
[00:01:52 - 00:01:53] 你会发现三个
[00:01:53 - 00:01:54] 一个教育学
[00:01:54 - 00:01:55] 一个心理学
[00:01:55 - 00:01:55] 还有一个什么
[00:01:55 - 00:01:56] 还有一个体育学
[00:01:56 - 00:01:59] 那么你就把心理学一点开
[00:01:59 - 00:02:00] 这边选04教育学
[00:02:00 - 00:02:01] 这边选心理学
[00:02:01 - 00:02:02] 你一点查询
[00:02:02 - 00:02:04] 你就会查到一丁院校
[00:02:04 - 00:02:05] 那么这一丁院校
[00:02:05 - 00:02:07] 同时按照教育学来找成的心理学
[00:02:07 - 00:02:09] 如果说你现在想考理学心理学的
[00:02:09 - 00:02:11] 那毕业或法理学学位的
[00:02:11 - 00:02:14] 那么你就直接在学科们类类眼来选择07
[00:02:14 - 00:02:14] 理学
[00:02:14 - 00:02:17] 然后你再点开右边那个下巴士的火框
[00:02:17 - 00:02:20] 你会发现有这么一个心理学是以07
[00:02:20 - 00:02:21] 开头的心理学
[00:02:21 - 00:02:24] 那么你一查点查询查到的这些院校呢
[00:02:24 - 00:02:27] 都删着理学心理学来进行招生的
[00:02:27 - 00:02:30] 那么教育学和心理学和理学心理学在我们的
[00:02:30 - 00:02:32] 这个考研阶段呢
[00:02:32 - 00:02:34] 它首先是有一个很大的差别的
[00:02:34 - 00:02:35] 什么差别呢
[00:02:35 - 00:02:36] 就是教育学心理学啊
[00:02:36 - 00:02:39] 它一定是考三科
[00:02:39 - 00:02:41] 而理学心理学是考四科的
