BV号：BV1DW411v7YQ
标题：BV1DW411v7YQ
链接：https://www.bilibili.com/video/BV1DW411v7YQ
识别语言：zh
语言置信度：1
分段数：315
生成时间：2026-04-04 11:51:07

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:22] 大家好
[00:00:22 - 00:00:25] 我就是许细贝恩的更快乐的张雪峰老师
[00:00:25 - 00:00:26] 那么在今天的张老师课堂当中
[00:00:26 - 00:00:28] 张老师会继续向大家介绍一些
[00:00:28 - 00:00:30] 考研的一些扔门专业
[00:00:30 - 00:00:32] 咱们今天给大家讲一讲关于医学
[00:00:32 - 00:00:35] 医学这个专业在高考证院田报当中
[00:00:35 - 00:00:36] 它有一个非常特殊的地位
[00:00:36 - 00:00:38] 叫做确认学医天打雷劈
[00:00:38 - 00:00:40] 那么为什么会有这样一句话
[00:00:40 - 00:00:42] 主要是因为医学这个专业
[00:00:42 - 00:00:43] 在未来就业的工程当中
[00:00:43 - 00:00:45] 你会发现本科毕业
[00:00:45 - 00:00:46] 它不是不好就业
[00:00:46 - 00:00:48] 他基本上是无法就业
[00:00:48 - 00:00:51] 因为现在医院照片医生的要求是越来越高
[00:00:51 - 00:00:53] 想当年在我上本科的时候
[00:00:53 - 00:00:55] 你学医的本科生毕业
[00:00:55 - 00:00:58] 你就可以到一个县医院学当医生
[00:00:58 - 00:00:59] 那么地基社和省会的不好说
[00:00:59 - 00:01:01] 县医院本科毕业还是要的
[00:01:01 - 00:01:04] 但是现在县医院照片医生的时候
[00:01:04 - 00:01:07] 学历也最低都得要研究生了
[00:01:07 - 00:01:10] 而如果说你想进三级假等医院的话
[00:01:10 - 00:01:12] 学历基本上还得博士
[00:01:12 - 00:01:14] 硕士还不一定好使
[00:01:14 - 00:01:17] 再加上现在各方面医患关系的问题也好
[00:01:17 - 00:01:22] 还是各方面一些比如说今天冬天病毒性感冒的
[00:01:22 - 00:01:23] 这么一个流行也好
[00:01:23 - 00:01:27] 总之就是医学这个专业考研它很微妙
[00:01:27 - 00:01:29] 它考研率特别的高
[00:01:29 - 00:01:30] 它考研率特别的高
[00:01:30 - 00:01:33] 像他们中国的平均考研比例
[00:01:33 - 00:01:35] 平均考研比例大概是在30%左右
[00:01:35 - 00:01:37] 大概是在30%左右
[00:01:37 - 00:01:38] 但是医学这个专业
[00:01:38 - 00:01:40] 因为它就业很难就业
[00:01:40 - 00:01:42] 所以说医学这个专业基本上本科毕业
[00:01:42 - 00:01:43] 都得去考研
[00:01:43 - 00:01:45] 他不是說我考語不考的問題
[00:01:45 - 00:01:47] 是你必須要考的問題
[00:01:47 - 00:01:48] 就你只要學醫
[00:01:48 - 00:01:50] 你基本上你都得考驗
[00:01:50 - 00:01:50] 你要不考驗的話
[00:01:50 - 00:01:51] 確實將來工作他
[00:01:51 - 00:01:52] 不太好找
[00:01:52 - 00:01:54] 尤其是要幹本這一行的話
[00:01:54 - 00:01:55] 而你跨專業呢
[00:01:55 - 00:01:56] 就是轉行業吧
[00:01:56 - 00:01:58] 你又不是那麼很好轉
[00:01:58 - 00:02:00] 因為醫學這個專業他比較特殊
[00:02:00 - 00:02:02] 你上大學學的那些課程像什麼內科外科
[00:02:02 - 00:02:04] 你這個只有醫學在學的
[00:02:04 - 00:02:05] 別的專業他不學
[00:02:05 - 00:02:06] 你不想說他
[00:02:06 - 00:02:07] 他有的專業他有這種相關性
[00:02:07 - 00:02:08] 你比如說我經濟類
[00:02:08 - 00:02:10] 我考管理類也很正常
[00:02:10 - 00:02:11] 對吧
[00:02:11 - 00:02:13] 我機械我去考自動化也很正常
[00:02:13 - 00:02:16] 医学这个东西它相关性很少
[00:02:16 - 00:02:18] 跟其他专业的相关性特别的少
[00:02:18 - 00:02:19] 再加上医学这个专业
[00:02:19 - 00:02:21] 它专业庇雷非常高
[00:02:21 - 00:02:22] 这里边要提醒各位同学
[00:02:22 - 00:02:25] 就是那些本科不是学医的
[00:02:25 - 00:02:27] 但是他考研的时候想考医生
[00:02:27 - 00:02:29] 因为有这样的同学
[00:02:29 - 00:02:30] 我见过不止一个两个
[00:02:30 - 00:02:32] 经常在我的微博里边给我发私信
[00:02:32 - 00:02:33] 问我张老师我学机械的
[00:02:33 - 00:02:34] 我想去学医行不行
[00:02:34 - 00:02:35] 或者老师我学寿医的
[00:02:35 - 00:02:37] 我去学医学行不行
[00:02:37 - 00:02:39] 或者老师我学中医的
[00:02:39 - 00:02:40] 我考西医行不行
[00:02:40 - 00:02:42] 我跟大家说都不可以
[00:02:42 - 00:02:43] 都不可以
[00:02:43 - 00:02:46] 醫學專業的考研閉臉是最高的
[00:02:47 - 00:02:49] 就是西醫的臨床
[00:02:49 - 00:02:52] 只准本科是西醫的臨床同學去考
[00:02:52 - 00:02:54] 其他同學都不能考
[00:02:55 - 00:02:55] 知道嗎
[00:02:55 - 00:02:57] 那老師我是學口腔的不可以
[00:02:57 - 00:02:59] 老師我學護理的不行
[00:02:59 - 00:03:01] 老師我學影像的也不行
[00:03:01 - 00:03:02] 老師影像不業
[00:03:02 - 00:03:03] 不屬於我們臨床裡面的一個專業
[00:03:03 - 00:03:04] 但是我告訴你
[00:03:04 - 00:03:06] 你要是學影像臨床考去臨床
[00:03:06 - 00:03:07] 就給人治病
[00:03:07 - 00:03:08] 這個是不可以的
[00:03:08 - 00:03:10] 老師我學檢驗的靈床
[00:03:10 - 00:03:11] 這也不行
[00:03:11 - 00:03:14] 之前还可以,现在都不行
[00:03:14 - 00:03:17] 包括,如果说你是大专毕业
[00:03:17 - 00:03:20] 你是大专毕业,因为我们有这种医专啊
[00:03:20 - 00:03:22] 他就是大专学临床的
[00:03:22 - 00:03:24] 然后大专学临床的后,他可能要生本
[00:03:24 - 00:03:25] 然后生本以后的话,他还要考验
