BV号：BV1Dt411d7ka
标题：BV1Dt411d7ka
链接：https://www.bilibili.com/video/BV1Dt411d7ka
识别语言：zh
语言置信度：1
分段数：211
生成时间：2026-04-04 09:24:00

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:20 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我上学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:25] 欢迎大家收看本期的张老师课堂
[00:00:25 - 00:00:27] 我们讲了那么多理工科的专业
[00:00:27 - 00:00:30] 我们今天讲一个文科类的专业
[00:00:30 - 00:00:32] 之前我在讲读的时候问大家过一个问题
[00:00:32 - 00:00:36] 我说同学们你们知道在咱们全国哪一个专业
[00:00:36 - 00:00:39] 招售硕士点的学校是最多的吗
[00:00:39 - 00:00:41] 我不知道大家还记不记得这个问题的证据答案
[00:00:42 - 00:00:46] 实际上在咱们中国招售硕士点最多的专业
[00:00:46 - 00:00:47] 应该是什么转业呢
[00:00:47 - 00:00:49] 不是大家想的什么金融啊
[00:00:49 - 00:00:50] 快级啊
[00:00:50 - 00:00:51] 也不是什么医学啊
[00:00:51 - 00:00:52] 中文不是这种
[00:00:52 - 00:00:52] 是什么转业呢
[00:00:52 - 00:00:54] 是思想政治教育专业
[00:00:54 - 00:00:56] 而思想政治教育呢
[00:00:56 - 00:00:57] 其实你会发现
[00:00:57 - 00:00:59] 它本科生也是非常多的
[00:00:59 - 00:01:02] 那么在全国大概有300个学校
[00:01:02 - 00:01:05] 在招抽思想政治教育这个专业的硕士点
[00:01:05 - 00:01:06] 而在全国呢
[00:01:06 - 00:01:08] 也有大部分的学校
[00:01:08 - 00:01:11] 都会有思想政治教育这个专业的本科
[00:01:11 - 00:01:12] 尤其是什么专业呢
[00:01:12 - 00:01:13] 尤其是什么样的学校呢
[00:01:13 - 00:01:15] 师范围大学
[00:01:15 - 00:01:18] 师范学大学这个专业基本上招的人还都比较多
[00:01:18 - 00:01:20] 那么这部同学的考研的时候应该怎么考
[00:01:20 - 00:01:23] 咱们今天就讲一讲思想正正教育
[00:01:23 - 00:01:26] 思想正正教育它本科毕业以后
[00:01:26 - 00:01:27] 它是属于什么学科门类呢
[00:01:27 - 00:01:29] 属于法学
[00:01:29 - 00:01:30] 很奇怪
[00:01:30 - 00:01:32] 毕业以后属于法学学科门类
[00:01:32 - 00:01:35] 而这个专业的同学就有一个很大的特点
[00:01:35 - 00:01:36] 什么特点呢
[00:01:36 - 00:01:38] 就是基本上都得考师范大学
[00:01:38 - 00:01:39] 全都得考师范大学
[00:01:39 - 00:01:41] 我几乎去一个学校
[00:01:41 - 00:01:42] 我说同学你思想正正教育专业
[00:01:42 - 00:01:43] 你要考什么学校
[00:01:43 - 00:01:44] 我考什么什么师范大学
[00:01:44 - 00:01:45] 什么什么师范大学
[00:01:46 - 00:01:46] 为什么呢
[00:01:46 - 00:01:49] 因为这个专业在开社的时候
[00:01:49 - 00:01:51] 大多数开社的院校都是本科
[00:01:51 - 00:01:53] 都是本科就算是师范性质的
[00:01:53 - 00:01:55] 那么会有这个一个想法
[00:01:55 - 00:01:56] 那么他师范大学的本科
[00:01:56 - 00:01:59] 他考研的时候基本上都会想一个问题
[00:01:59 - 00:02:00] 我考研的话
[00:02:00 - 00:02:01] 我也要考师范大学
