BV号：BV1us411A7j7
标题：BV1us411A7j7
链接：https://www.bilibili.com/video/BV1us411A7j7
识别语言：zh
语言置信度：1
分段数：292
生成时间：2026-04-04 09:58:27

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:27] 欢迎大家来到本期的张老师课堂
[00:00:27 - 00:00:29] 那么咱们本期节目讲一讲
[00:00:29 - 00:00:31] 刚刚高考结束以后
[00:00:31 - 00:00:33] 即将升入大学的朋友
[00:00:33 - 00:00:35] 你这个暑假该干点啥
[00:00:35 - 00:00:37] 跟上一期不一样
[00:00:37 - 00:00:39] 上一期有很多大学生
[00:00:39 - 00:00:40] 人家现在是有科研压力的
[00:00:41 - 00:00:42] 刚刚高中毕业
[00:00:42 - 00:00:44] 一点科研压力都没有
[00:00:44 - 00:00:44] 是吧
[00:00:44 - 00:00:45] 那老师我该干点啥呢
[00:00:46 - 00:00:46] 有的人说
[00:00:46 - 00:00:49] 張老師我要玩遊戲玩得可昏天暗地
[00:00:49 - 00:00:52] 說實話玩遊戲這種東西
[00:00:52 - 00:00:53] 就是怎麼說呢
[00:00:53 - 00:00:55] 有玩時間長了你不覺得很沒有意思嗎
[00:00:55 - 00:00:57] 你像你們喜歡玩的那些遊戲
[00:00:57 - 00:00:58] 平時我也玩
[00:00:58 - 00:00:58] 知道吧
[00:00:58 - 00:00:59] 什麼王葛啊
[00:00:59 - 00:01:00] 吃雞啊
[00:01:00 - 00:01:00] 是吧
[00:01:00 - 00:01:03] 你最後玩完以後他也就那樣
[00:01:03 - 00:01:03] 你知道吧
[00:01:03 - 00:01:04] 他也就那樣
[00:01:04 - 00:01:06] 他沒什麼所謂的就是
[00:01:06 - 00:01:08] 這當不了吃當不了喝
[00:01:08 - 00:01:09] 只能當個消遣
[00:01:09 - 00:01:11] 你要一消遣消遣一暑假的話呢
[00:01:11 - 00:01:13] 這個時間咱就浪費了
[00:01:13 - 00:01:14] 所以說暑假呢
[00:01:14 - 00:01:15] 張老師給你點建議啊
[00:01:15 - 00:01:16] 让你干点有意义的事情
[00:01:16 - 00:01:17] 首先第一呢
[00:01:18 - 00:01:19] 非常非常重要的事情
[00:01:19 - 00:01:20] 大家暑假的时候一定要干一个事
[00:01:20 - 00:01:22] 叫做考驾照
[00:01:23 - 00:01:23] 考驾照
[00:01:24 - 00:01:26] 如果说你现在是大学生
[00:01:26 - 00:01:28] 你的驾照还没有考
[00:01:28 - 00:01:30] 暑假也一定要考驾照
[00:01:30 - 00:01:31] 但是大三同学就算了
[00:01:31 - 00:01:32] 大三同学你现在暑假的夫妻考验了
[00:01:33 - 00:01:34] 大一大二同学你没有考驾照的
[00:01:34 - 00:01:36] 赶紧把驾照考下来
[00:01:36 - 00:01:38] 高中同毕业你年龄够了
[00:01:38 - 00:01:39] 一定要把驾照给考下来
[00:01:39 - 00:01:40] 为什么
[00:01:40 - 00:01:42] 你将来以后再去想学驾照的话
[00:01:42 - 00:01:44] 我跟你说就有点难了
[00:01:44 - 00:01:45] 知道吧
[00:01:45 - 00:01:46] 因为架架这个东西
[00:01:46 - 00:01:48] 一定会将来中国是越来越严格的
[00:01:48 - 00:01:48] 对吧
[00:01:48 - 00:01:50] 对司机标求是越来越高的
[00:01:50 - 00:01:51] 而且架架这个东西
[00:01:51 - 00:01:53] 以后你找工作干嘛
[00:01:53 - 00:01:54] 这都是比较有用的
[00:01:54 - 00:01:55] 知道吧
[00:01:55 - 00:01:56] 这都是比较有用的
[00:01:56 - 00:01:57] 所以说大家熟架的时候
[00:01:57 - 00:01:59] 一定要把架架烤起来
[00:01:59 - 00:01:59] 你知道张老师
[00:01:59 - 00:02:01] 你在架架烤了没有
[00:02:01 - 00:02:02] 没有
[00:02:02 - 00:02:04] 这个当年我劝你们烤架架
[00:02:04 - 00:02:06] 就是因为我没有架架
[00:02:06 - 00:02:06] 我才劝你们烤
[00:02:06 - 00:02:07] 张老师
[00:02:07 - 00:02:08] 那你干不烤呢
[00:02:08 - 00:02:09] 你觉得张老师这个身份
