BV号：BV1FW411471o
标题：BV1FW411471o
链接：https://www.bilibili.com/video/BV1FW411471o
识别语言：zh
语言置信度：1
分段数：197
生成时间：2026-04-04 11:37:09

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我就是学习边的更快乐的张雪峰老师
[00:00:24 - 00:00:26] 那么本期的专业解读
[00:00:26 - 00:00:29] 张老师带领大家看一看一个比较好玩的专业
[00:00:29 - 00:00:30] 就是数学
[00:00:31 - 00:00:33] 那么数学它是一个理学专业
[00:00:33 - 00:00:36] 那么它在本科学的基本上有两个本科专业
[00:00:37 - 00:00:38] 一个叫做数学应用数学
[00:00:38 - 00:00:41] 那么另外一个很多人都是被骗过来的
[00:00:41 - 00:00:43] 叫做信息与计算科学
[00:00:43 - 00:00:45] 很多同学刚刚上这个专业的时候
[00:00:45 - 00:00:46] 根本就不知道这专业干嘛了
[00:00:46 - 00:00:48] 以为是计算机专业
[00:00:48 - 00:00:49] 但是你后来发现
[00:00:49 - 00:00:49] 新西予集团科学
[00:00:49 - 00:00:52] 他跟数学其实就是一个专业
[00:00:52 - 00:00:54] 那么这个专业在考研的时候
[00:00:54 - 00:00:56] 一般情况下有三个大方向可以选择
[00:00:56 - 00:00:58] 那么首先第一个大方向
[00:00:58 - 00:00:59] 就是学数学的同学
[00:00:59 - 00:01:00] 你可以考虑自己的本专业
[00:01:00 - 00:01:03] 就是理学学科门类里边的数学
[00:01:03 - 00:01:05] 一级学科下边的相关专业
[00:01:05 - 00:01:07] 他一般情况下是有六个专业
[00:01:07 - 00:01:08] 可以供你选择
[00:01:08 - 00:01:09] 分别叫做技术数学
[00:01:09 - 00:01:10] 应用数学
[00:01:10 - 00:01:10] 集团数学
[00:01:10 - 00:01:11] 概内论语数理统计
[00:01:11 - 00:01:13] 和运筹学语控制论
[00:01:13 - 00:01:14] 这是五个
[00:01:14 - 00:01:18] 再加上一个新进推出来的叫统计学
[00:01:18 - 00:01:20] 那么统计学这个专业的比较好玩的是
[00:01:20 - 00:01:22] 它也有本科学统计学的
[00:01:22 - 00:01:23] 它在考研的时候
[00:01:23 - 00:01:25] 统计学分成两个大方向
[00:01:25 - 00:01:26] 一个是理学统计学
[00:01:26 - 00:01:28] 一个是经济学统计学
[00:01:28 - 00:01:30] 我们在这里说的统计学
[00:01:30 - 00:01:32] 就是说的理学统计学
[00:01:32 - 00:01:34] 那么不管是您考这数学
[00:01:34 - 00:01:36] 下面这六个专业的哪一个
[00:01:36 - 00:01:38] 全国各个大学考试专业课
[00:01:38 - 00:01:40] 几乎一模一样
[00:01:40 - 00:01:43] 都是我们最重要的叫数分和高代
[00:01:43 - 00:01:45] 都是这两个专业课
[00:01:45 - 00:01:48] 全国所有学校考的都是数分和高代
[00:01:48 - 00:01:51] 而且指定三考书又非常非常趋近相同
[00:01:51 - 00:01:52] 那么在这6个专业里边
[00:01:52 - 00:01:54] 目前来讲考研人数比较多的
[00:01:54 - 00:01:58] 大家主要集中在了概内论与数理统计上
[00:01:58 - 00:02:00] 还有统计学还有应用数学上面
[00:02:00 - 00:02:02] 这三个专业考研的人相对较多
[00:02:02 - 00:02:04] 最主要的原因就是因为
[00:02:04 - 00:02:06] 概内论与数理统计有很多学校
[00:02:06 - 00:02:08] 都开了金融数学方向
[00:02:08 - 00:02:09] 那么一说到金融
[00:02:09 - 00:02:10] 一说到经济学
[00:02:10 - 00:02:11] 大家就想到又赚钱了
[00:02:11 - 00:02:14] 然后这个方向考的人就相对较多
[00:02:14 - 00:02:17] 其他的专业就是考的相对较什么基础数学
[00:02:17 - 00:02:18] 然后考这个的就相对较少
[00:02:18 - 00:02:21] 因为它相对比较理论一些
[00:02:21 - 00:02:23] 这是我们数学的第一个大方向
[00:02:23 - 00:02:25] 就是考理学的数学
[00:02:25 - 00:02:26] 下面的二几学科
[00:02:26 - 00:02:28] 考试专业科基本都一样
[00:02:28 - 00:02:31] 那么数学专业考研的第二个大方向
[00:02:31 - 00:02:32] 是当老师的
[00:02:32 - 00:02:34] 那么这些人在考研的时候
[00:02:34 - 00:02:36] 考的专业叫做学科教育
