BV号：BV1bW411f7zV
标题：BV1bW411f7zV
链接：https://www.bilibili.com/video/BV1bW411f7zV
识别语言：zh
语言置信度：1
分段数：264
生成时间：2026-04-04 09:40:50

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我是让学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:26] 欢迎大家走进本期的张老师课堂
[00:00:26 - 00:00:29] 那么咱们本期给大家讲一个在前一阶段
[00:00:29 - 00:00:31] 网上炒得很火的一个事情
[00:00:31 - 00:00:34] 就是前一阶段有这么一个群体
[00:00:34 - 00:00:37] 他们是在职的研究生
[00:00:37 - 00:00:39] 就是说这个研究生现在
[00:00:39 - 00:00:41] 大家就知道分成全日制的和非全日制的
[00:00:41 - 00:00:43] 那么有这么一帮非全日制的研究生
[00:00:43 - 00:00:46] 他就说希望国家能够录出一些相关的政策
[00:00:46 - 00:00:47] 然后的话
[00:00:47 - 00:00:47] 呃
[00:00:47 - 00:00:48] 还呃
[00:00:48 - 00:00:49] 这个
[00:00:49 - 00:00:49] 呃
[00:00:49 - 00:00:50] 这个非权人质研究生的
[00:00:50 - 00:00:50] 一些
[00:00:50 - 00:00:52] 所谓的一些权利啊
[00:00:52 - 00:00:52] 或者怎么样的
[00:00:52 - 00:00:54] 然后有很多考研老师呢
[00:00:54 - 00:00:55] 就在网上呃
[00:00:55 - 00:00:56] 也声援他们
[00:00:56 - 00:00:57] 然后的话
[00:00:57 - 00:00:58] 那些老师就成了好人
[00:00:58 - 00:00:58] 然后的话
[00:00:58 - 00:01:00] 我稍微客观的评价了一些
[00:01:00 - 00:01:01] 然后我就成了一个坏人
[00:01:01 - 00:01:02] 那么其实
[00:01:02 - 00:01:04] 我想跟大家说的是呃
[00:01:04 - 00:01:05] 我们本期呢
[00:01:05 - 00:01:08] 就会给大家来解读一下这个非权人质研究生
[00:01:08 - 00:01:09] 他的一些特点
[00:01:09 - 00:01:10] 以及呢
[00:01:10 - 00:01:12] 就是你现在就要明白他的一些呃
[00:01:12 - 00:01:13] 利和币啊
[00:01:13 - 00:01:15] 以便于将来你到底是否要选
[00:01:15 - 00:01:19] 那么首先大家知道严定书分成全日制和非全日制
[00:01:19 - 00:01:23] 那么全日制和非全日制严定书是从在报口的时候就可以辨别出来的
[00:01:23 - 00:01:26] 那么首先大家知道严定书分成学数和专数
[00:01:27 - 00:01:28] 这一点大家一定要注意
[00:01:28 - 00:01:31] 如果说你考的是学数学研究生
[00:01:31 - 00:01:33] 这个大家是不用担心我今天要说的这个问题的
[00:01:34 - 00:01:37] 因为学数研究生它一定是全日制的
[00:01:37 - 00:01:41] 那么专业硕士它有可能是非全日制的
[00:01:41 - 00:01:43] 也就是专业硕士分成了两种全日制的和非全日制的
[00:01:43 - 00:01:45] 那么公民私意啊
[00:01:45 - 00:01:46] 全人职责的话呢
[00:01:46 - 00:01:48] 就是要求你一直在那上学啊
[00:01:48 - 00:01:49] 这就是脱产学习啊
[00:01:49 - 00:01:50] 脱产学习
[00:01:50 - 00:01:52] 那非全人职责的话就是非脱产学习
[00:01:52 - 00:01:54] 就是你可以一边工作
[00:01:54 - 00:01:55] 然后一边呢去读研
[00:01:55 - 00:01:56] 他一般情况下是
[00:01:56 - 00:01:57] 周一到中午的时候不上课
[00:01:57 - 00:01:59] 然后周六周日的手法呢进行集中培训
[00:01:59 - 00:02:01] 然后毕业以后呢给你发的是一个
[00:02:01 - 00:02:04] 非全人职研究所的碩士学历啊
[00:02:04 - 00:02:05] 那么
[00:02:05 - 00:02:07] 首先在报考的时候
[00:02:07 - 00:02:09] 你就可以来选择你报的是全人职的
[00:02:09 - 00:02:10] 还是非全人职的啊
[00:02:10 - 00:02:11] 那有的人说老师呢
[00:02:11 - 00:02:12] 我报非全人职的
[00:02:12 - 00:02:14] 我上次就是非全人制的
[00:02:14 - 00:02:17] 抱全日的同学也一定要注意的是什么呢
[00:02:17 - 00:02:19] 如果说你抱好全日制的研究生
[00:02:19 - 00:02:23] 但是这个学校的全日制的研究生的声援是非常充足的
[00:02:23 - 00:02:25] 非全日制的研究生呢
[00:02:25 - 00:02:26] 他是不充足的
[00:02:26 - 00:02:27] 那他怎么办呢
[00:02:27 - 00:02:31] 我得把非全日制研究生的招生名额给占满
[00:02:31 - 00:02:32] 那他占满的话
[00:02:32 - 00:02:33] 他没抱那么多人
[00:02:33 - 00:02:33] 那这怎么办呢
[00:02:33 - 00:02:34] 两个办法
[00:02:34 - 00:02:37] 第一个办法就是从校外来进行调剂
[00:02:37 - 00:02:39] 从校外来进行调剂
[00:02:39 - 00:02:40] 比如说你考别的小米考上
[00:02:40 - 00:02:41] 你调剂到我们去说
[00:02:41 - 00:02:42] 非全日日研究生
[00:02:42 - 00:02:44] 但是这种办法不是主流
[00:02:44 - 00:02:45] 主流的办法是什么呢
[00:02:45 - 00:02:47] 主流的办法实施在本校的
[00:02:47 - 00:02:50] 全日制的报考学生当中
[00:02:50 - 00:02:51] 对于那些
[00:02:51 - 00:02:53] 并没有通过初识
[00:02:53 - 00:02:55] 复试的综合成绩相加
[00:02:55 - 00:02:57] 能够上全日制的学生当中
[00:02:57 - 00:02:59] 来问他们的意见
[00:02:59 - 00:03:00] 来问他们的意见
[00:03:00 - 00:03:01] 那一般情况下
[00:03:01 - 00:03:03] 这就出现一个很严重的问题了
[00:03:03 - 00:03:04] 这个问题就是
[00:03:04 - 00:03:06] 如果说你报考的是
[00:03:06 - 00:03:08] 某校的全日制研究生的话
[00:03:08 - 00:03:09] 你会发现一个问题
