BV号：BV1eW411h7H6
标题：BV1eW411h7H6
链接：https://www.bilibili.com/video/BV1eW411h7H6
识别语言：zh
语言置信度：1
分段数：147
生成时间：2026-04-04 12:22:06

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:05 - 00:00:06] 你说干嘛来了
[00:00:06 - 00:00:07] 考研
[00:00:07 - 00:00:08] 可不能让您好
[00:00:09 - 00:00:10] 放学别走
[00:00:10 - 00:00:11] 为什么呀
[00:00:11 - 00:00:13] 是因为老师在人群中多看了你呀
[00:00:13 - 00:00:18] 你比他像心理学
[00:00:18 - 00:00:20] 阿里哥昨天学的和面试差别很大
[00:00:20 - 00:00:21] 你学的心理学你会发现
[00:00:21 - 00:00:23] 哇哮 终于的人都变态
[00:00:23 - 00:00:24] 都变态
[00:00:25 - 00:00:27] 过来呢发现我也是
[00:00:28 - 00:00:29] 没有一个正常人
[00:00:30 - 00:00:31] 知道吗
[00:00:31 - 00:00:33] 有一本心理學的書很有意思
[00:00:33 - 00:00:34] 叫天才在朵
[00:00:34 - 00:00:35] 風之災又
[00:00:35 - 00:00:36] 你們看過這本書嗎
[00:00:37 - 00:00:38] 你們有看完的嗎
[00:00:38 - 00:00:38] 這本書
[00:00:40 - 00:00:41] 我看完好不容易的
[00:00:41 - 00:00:42] 我跟你說好厲害
[00:00:42 - 00:00:43] 這本書我看到一大半
[00:00:43 - 00:00:44] 我看不下去了
[00:00:44 - 00:00:44] 你知道嗎
[00:00:44 - 00:00:45] 我不敢看了
[00:00:46 - 00:00:46] 為什麼不敢看了
[00:00:46 - 00:00:48] 看過這本書同學有沒有感覺
[00:00:48 - 00:00:50] 就是那邊寫的精神病
[00:00:50 - 00:00:52] 你們覺得他說的話好有道理嗎
[00:00:53 - 00:00:53] 是不是
[00:00:53 - 00:00:55] 那麽今天沒有覺得說的好對呀
[00:00:55 - 00:00:56] 是什麽
[00:00:56 - 00:00:57] 然後又會懷疑自己
[00:00:57 - 00:00:57] 我朝他們說的對
[00:00:57 - 00:00:58] 那我是什麽嗎
[00:00:58 - 00:00:59] 也是
[00:00:59 - 00:01:00] 真的會懷疑自己的
[00:01:00 - 00:01:01] 比如說大家知道
[00:01:01 - 00:01:02] 我们绑科毕业以后
[00:01:02 - 00:01:04] 我们都知道要考一些证
[00:01:04 - 00:01:07] 大家知道我们绑科业证考什么证是最有用吗
[00:01:07 - 00:01:08] 我告诉大家两个证一定要考下来
[00:01:08 - 00:01:09] 知道吧
[00:01:09 - 00:01:10] 第一个证一定要考下来
[00:01:10 - 00:01:11] 叫私榴籍证
[00:01:11 - 00:01:11] 一定要考下来
[00:01:11 - 00:01:12] 知道吧
[00:01:12 - 00:01:13] 私榴籍证一定要考下来
[00:01:13 - 00:01:17] 私榴籍证要相经一切办法考下来
[00:01:17 - 00:01:21] 一切办法
[00:01:21 - 00:01:23] 听话听重点
[00:01:23 - 00:01:23] 知道吗
[00:01:23 - 00:01:25] 那是为什么这证一定要考下来
[00:01:25 - 00:01:26] 我给你抽通信
[00:01:26 - 00:01:27] 你就私榴籍证考下来
[00:01:27 - 00:01:29] 不代表你的私榴籍
[00:01:29 - 00:01:31] 你不代表你的英语水平有多高
[00:01:31 - 00:01:32] 能明白吗
[00:01:32 - 00:01:37] 通俊你要知道46級包括考研也是考研你考下了以後就代表你血平高了嗎
[00:01:37 - 00:01:40] 也不是的你知道吧我告訴你46級是什麼46級是個門檻
[00:01:41 - 00:01:45] 知道吧你像我在世界我在那個我是演說家東那個講演講當中我講的一個話
[00:01:46 - 00:01:50] 我說通俊你會發現那些世界企業企業企業企業企業他基本上不太去普通高校照片
[00:01:50 - 00:01:55] 這是個世恥啊對不對他基本上不怎麼來就普通關於照片那老師那為什麼不來呢
[00:01:55 - 00:02:00] 他是不是歧視我們啊我跟你說你真的想多了哈人家名人家那種企業真的不是歧視你了
[00:02:00 - 00:02:02] 妈没时间骑骑你知道吧
[00:02:02 - 00:02:03] 为什么呀
[00:02:03 - 00:02:04] 人多啊
