BV号：BV11t411b7ic
标题：BV11t411b7ic
链接：https://www.bilibili.com/video/BV11t411b7ic
识别语言：zh
语言置信度：1
分段数：184
生成时间：2026-04-04 08:43:29

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我上学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:26] 欢迎大家做你本期的张老师课堂
[00:00:26 - 00:00:27] 咱们本期张老师课堂呢
[00:00:27 - 00:00:31] 来解决咱们同学当中的一些的考研的疑问
[00:00:31 - 00:00:33] 那么在我的微博当中的有这么一条留言
[00:00:33 - 00:00:34] 那么他是这样的
[00:00:34 - 00:00:37] 他说张老师我是本科是学中文的
[00:00:37 - 00:00:39] 看起来是一个文科类的专业
[00:00:39 - 00:00:41] 当年高中也是一个文科类的学生
[00:00:41 - 00:00:42] 说张老师我学的中文以后
[00:00:42 - 00:00:43] 我发现对中文这个专业
[00:00:43 - 00:00:45] 我并不是特别的感兴趣
[00:00:45 - 00:00:47] 但张老师我现在想跨论一页
[00:00:47 - 00:00:48] 他想跨口什么专业呢
[00:00:48 - 00:00:49] 他叫说我想跨口
[00:00:49 - 00:00:51] 人文地理专业
[00:00:51 - 00:00:54] 那么我现在跨口这个专业的成功率到底大不大
[00:00:54 - 00:00:56] 那么咱们今天的针对这个问题
[00:00:56 - 00:01:00] 针对这种跨专业来给大家简单的做一个小小的解答
[00:01:00 - 00:01:01] 那么刚才我说过了
[00:01:01 - 00:01:05] 他本科学中文的说明他当中间在高中的时候
[00:01:05 - 00:01:07] 很有可能学的是文科
[00:01:07 - 00:01:09] 那么文科我们上高中都知道
[00:01:09 - 00:01:11] 就在我们高考的时候
[00:01:11 - 00:01:13] 这个文科是分就三科
[00:01:13 - 00:01:15] 叫做地理 历史和正日
[00:01:15 - 00:01:18] 当然我们现在新高考的体制下
[00:01:18 - 00:01:21] 新高考体制下很少同学在高中阶段
[00:01:21 - 00:01:22] 6选3的体制下
[00:01:22 - 00:01:23] 去选这三本文科
[00:01:23 - 00:01:25] 但是现在考语的同学呢
[00:01:25 - 00:01:27] 肯定当今是个文科的同学
[00:01:27 - 00:01:28] 刚才我们说过文科分成历史
[00:01:28 - 00:01:29] 地理
[00:01:29 - 00:01:30] 政治
[00:01:30 - 00:01:33] 那么实际上在大学学科划分的时候啊
[00:01:33 - 00:01:37] 我们把政治和历史都划在了社会人文学科
[00:01:37 - 00:01:38] 而地理这个学科
[00:01:38 - 00:01:40] 就是这位同学想考的人文地理学啊
[00:01:40 - 00:01:42] 他属于地理学学科
[00:01:42 - 00:01:45] 地理学学科从学科化分上属于什么呢
[00:01:45 - 00:01:47] 它属于理学
[00:01:48 - 00:01:49] 没听错
[00:01:49 - 00:01:50] 它确实是属于理学
[00:01:50 - 00:01:53] 你一直以为它是一个文科专业科学
[00:01:53 - 00:01:55] 但它在学科化分上它是属于理学
[00:01:55 - 00:01:56] 那么如果说这位同学
[00:01:56 - 00:01:59] 你从中文专业跨专业考到了人文地理学
[00:01:59 - 00:02:03] 你毕业以后被授与的是理学学位
[00:02:03 - 00:02:05] 是一个理学硕士学位
[00:02:05 - 00:02:06] 所以说的话
[00:02:06 - 00:02:07] 紐德人就问了说
[00:02:07 - 00:02:09] 赵老师你以前跟我们讲过
[00:02:09 - 00:02:11] 说跨专业的时候有一个大原则
[00:02:11 - 00:02:13] 叫做自然科學學科
[00:02:13 - 00:02:14] 跨社會人文學科沒問題
[00:02:14 - 00:02:17] 社會人文學科跨自然科學科不可能
[00:02:17 - 00:02:19] 中文是一個社會人文學科
[00:02:19 - 00:02:21] 而地理是一個自然科學學科
[00:02:21 - 00:02:22] 因為地理是屬於理學
[00:02:22 - 00:02:24] 理學是自然科學學科
[00:02:24 - 00:02:24] 張老師
[00:02:24 - 00:02:27] 那是不是意味著中文專業跨考自然科學學科
[00:02:27 - 00:02:30] 這個地理學它是不可以的呢
[00:02:30 - 00:02:32] 實際上地理學這個專業確確實實
[00:02:32 - 00:02:36] 是處在文理交界的一個範疇之內的
[00:02:36 - 00:02:37] 取得文理交界
