BV号：BV1dW411e7Af
标题：BV1dW411e7Af
链接：https://www.bilibili.com/video/BV1dW411e7Af
识别语言：zh
语言置信度：1
分段数：183
生成时间：2026-04-04 11:48:00

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:22] 大家好
[00:00:22 - 00:00:25] 我就是学习变得更快乐的张雪峰老师
[00:00:25 - 00:00:27] 那么咱们今天来说一说
[00:00:27 - 00:00:28] 关于清末考试的事情
[00:00:28 - 00:00:31] 因为大家现在也都在面临清末考试
[00:00:31 - 00:00:33] 那么大家在清末考试的时候
[00:00:33 - 00:00:34] 不知道为什么
[00:00:34 - 00:00:35] 就是把我当成考神一样
[00:00:35 - 00:00:36] 把我供在宿舍里边
[00:00:36 - 00:00:38] 还给我上香什么的
[00:00:38 - 00:00:39] 真的不至于好吧
[00:00:39 - 00:00:40] 我的嘴没有开过光
[00:00:40 - 00:00:41] 我是说你能不挂课
[00:00:41 - 00:00:43] 你就能不挂课的话
[00:00:43 - 00:00:44] 那我也不用在这站着给你录视频了
[00:00:44 - 00:00:45] 对吧
[00:00:45 - 00:00:46] 那么大家说老师
[00:00:46 - 00:00:48] 那我怎么轻莫考试 能够不挂科呢
[00:00:48 - 00:00:51] 而且有的会还很担心挂科对考验影响
[00:00:51 - 00:00:53] 现在关于挂科这个事情
[00:00:53 - 00:00:55] 不同学校的做法是不一样的
[00:00:55 - 00:00:58] 你比如有的学校它就有平时的成绩
[00:00:58 - 00:01:00] 有的学校还有平时的这种试验
[00:01:00 - 00:01:02] 现在理工科软业都有试验的
[00:01:02 - 00:01:03] 那么可能你试验也算分
[00:01:03 - 00:01:04] 成绩也算分
[00:01:04 - 00:01:07] 那么考题也可能是轻的一部分
[00:01:07 - 00:01:08] 当然有的学校还比较传统
[00:01:08 - 00:01:10] 就是我就看你这张卷子
[00:01:10 - 00:01:11] 大概能考多少分
[00:01:11 - 00:01:14] 这个提醒也是千千百块五花八门
[00:01:14 - 00:01:16] 像我们出的什么判断题啊
[00:01:16 - 00:01:17] 单选题啊
[00:01:17 - 00:01:18] 多选题啊
[00:01:18 - 00:01:19] 论述题啊
[00:01:19 - 00:01:21] 填空题计算题等等等等等等
[00:01:21 - 00:01:22] 但是最近呢
[00:01:22 - 00:01:25] 在某高校出现了一道要命题
[00:01:25 - 00:01:27] 什么叫要命题呢
[00:01:27 - 00:01:29] 就是这个科目的老师
[00:01:29 - 00:01:31] 就怕那些学生
[00:01:31 - 00:01:34] 不像他的课还能过
[00:01:34 - 00:01:36] 这心里不就很不爽啊
[00:01:36 - 00:01:37] 就出了这么一道题
[00:01:37 - 00:01:39] 列举了几张照片
[00:01:39 - 00:01:42] 问下面哪一位老师
[00:01:42 - 00:01:43] 是你的认课老师
[00:01:43 - 00:01:46] 并且写出认课老师的名字
[00:01:46 - 00:01:47] 这道题多少分呢?
[00:01:47 - 00:01:49] 41分
[00:01:49 - 00:01:52] 也就是这道题你就是答错了
[00:01:52 - 00:01:54] 你就过不了了
[00:01:54 - 00:01:55] 其他题答得再好
[00:01:55 - 00:01:56] 白答
[00:01:56 - 00:01:58] 这就是要命题
[00:01:58 - 00:02:00] 这主要是为了杜绝什么呢?
[00:02:00 - 00:02:02] 主要为了杜绝那些一直在讨课
[00:02:02 - 00:02:04] 不好好学习的人
[00:02:04 - 00:02:06] 其实说实话老师为了让你们好好学习
[00:02:06 - 00:02:08] 真的是两苦用心
[00:02:08 - 00:02:09] 那既然说到清末考试的话
[00:02:09 - 00:02:12] 我们就要说一说答题技巧了
[00:02:12 - 00:02:16] 其实你像有的科目达题技巧是真没有
[00:02:16 - 00:02:17] 你像数学题
[00:02:17 - 00:02:18] 伍耶勒也说过
[00:02:18 - 00:02:19] 像数学这种题
[00:02:19 - 00:02:21] 你不会的是真不会
[00:02:21 - 00:02:21] 对吧
[00:02:21 - 00:02:23] 这牛的是真的特别的厉害
[00:02:23 - 00:02:25] 但是像有些题
[00:02:25 - 00:02:28] 他可能做起来就有那么一些技巧了
[00:02:28 - 00:02:30] 比如说像选择题
[00:02:30 - 00:02:33] 张老师平时对选择题就很有研究
[00:02:33 - 00:02:34] 特别有研究
[00:02:34 - 00:02:36] 什么三常异团选最短
[00:02:36 - 00:02:37] 三短异常选最上
[00:02:37 - 00:02:39] 那都是比较传统的了
[00:02:39 - 00:02:40] 但是现在很多选择题
[00:02:40 - 00:02:42] 都会用一个比较有意思的办法
[00:02:42 - 00:02:44] 叫做排除法
[00:02:44 - 00:02:45] 比如说
[00:02:45 - 00:02:46] 请看下面这个题
[00:02:46 - 00:02:47] 说
[00:02:47 - 00:02:49] 这个动物和植物
[00:02:49 - 00:02:52] 他们都能进行以下哪种作用
[00:02:52 - 00:02:54] 答案有三个
[00:02:54 - 00:02:56] A叫做光合作用
[00:02:56 - 00:02:58] B叫做争疼作用
[00:02:58 - 00:03:00] C叫做呼吸作用
[00:03:00 - 00:03:02] 来请作答
[00:03:02 - 00:03:04] 这动物和植物都能做的一个
[00:03:04 - 00:03:06] 一个所谓的作用
[00:03:06 - 00:03:08] 这个大家都知道我们上初中就学过
[00:03:08 - 00:03:10] 这个植物
[00:03:10 - 00:03:11] 它應該是進行光合作用
[00:03:11 - 00:03:12] 對不對
[00:03:12 - 00:03:14] 你說這個動物有沒有光合作用
[00:03:14 - 00:03:16] 好像我是不太了解的
[00:03:16 - 00:03:18] 我覺得從人類的角度來講
[00:03:18 - 00:03:20] 你多曬太陽好像只能把你變黑
[00:03:20 - 00:03:22] 它好像沒什麼其他的用途
[00:03:22 - 00:03:23] 這也不能叫光合作用
[00:03:23 - 00:03:26] 這個爭同作用和呼吸作用
[00:03:26 - 00:03:27] 這有的人就比較難選了
[00:03:27 - 00:03:29] 這個爭同作用植物是有的
[00:03:29 - 00:03:31] 呼吸作用動物是有的
