BV号：BV1cW411K7v1
标题：BV1cW411K7v1
链接：https://www.bilibili.com/video/BV1cW411K7v1
识别语言：zh
语言置信度：1
分段数：215
生成时间：2026-04-05 00:35:57

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:22] 大家好
[00:00:22 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:27] 那么咱们今天讲一下什么专业呢
[00:00:27 - 00:00:28] 有的人就说着张老师
[00:00:28 - 00:00:30] 你这个行业挺不错的
[00:00:30 - 00:00:31] 当老师挺好的
[00:00:31 - 00:00:33] 张老师我想为一下教育学这个专业
[00:00:33 - 00:00:34] 他考验怎么考
[00:00:34 - 00:00:37] 那么今天就给大家来简单的聊一下
[00:00:37 - 00:00:38] 教育学这个专业
[00:00:38 - 00:00:41] 首先大家要避弃一个误区
[00:00:41 - 00:00:44] 教育学它不是当老师的
[00:00:44 - 00:00:46] 它不是当老师的
[00:00:46 - 00:00:47] 当老师的是什么专业
[00:00:47 - 00:00:49] 当老师的原来我给大家提过
[00:00:49 - 00:00:51] 研究学教学的你要想当老师的话
[00:00:51 - 00:00:54] 你考的那个专业叫做学科教育
[00:00:54 - 00:00:55] 或乎数学
[00:00:55 - 00:00:56] 就是数学老师
[00:00:56 - 00:00:57] 或乎物理
[00:00:57 - 00:00:58] 这就是物理老师
[00:00:58 - 00:01:00] 这个学当老师的
[00:01:00 - 00:01:02] 那老师的教育学是什么玩意呢
[00:01:02 - 00:01:04] 教育学从研究生的阶段
[00:01:04 - 00:01:05] 学数学研究生的角度来讲
[00:01:05 - 00:01:08] 它分成了以下怎么十个二职学科
[00:01:08 - 00:01:10] 分别叫做教育学院理
[00:01:10 - 00:01:11] 教育学史
[00:01:11 - 00:01:13] 课程语教学论
[00:01:13 - 00:01:13] B教育学
[00:01:13 - 00:01:14] 成人教育学
[00:01:14 - 00:01:15] 高等教育学
[00:01:15 - 00:01:15] 职业技术教育学
[00:01:15 - 00:01:16] 教育技术学
[00:01:16 - 00:01:18] 特殊教育學和學前教育學
[00:01:19 - 00:01:20] 這是10個不同的專業
[00:01:21 - 00:01:22] 而在本科階段
[00:01:22 - 00:01:24] 我們開設教育學的專業當中
[00:01:24 - 00:01:26] 幾乎是只開了以下的幾個專業
[00:01:26 - 00:01:27] 包括像學前教育學
[00:01:27 - 00:01:30] 像教育技術學
[00:01:30 - 00:01:32] 包括像特殊教育學
[00:01:32 - 00:01:33] 這是我們本科階段開的專業
[00:01:33 - 00:01:35] 包括像小學就育
[00:01:35 - 00:01:36] 小學就育的話
[00:01:36 - 00:01:37] 在研究生階段
[00:01:37 - 00:01:38] 它也是要分科目的
[00:01:39 - 00:01:40] 它並不成為一個學術型的
[00:01:40 - 00:01:42] 獨立的二級學科
[00:01:42 - 00:01:43] 這個大家一定要去注意一下
[00:01:43 - 00:01:45] 那麼就學在考研的時候
[00:01:45 - 00:01:46] 有這麼幾個專業
[00:01:46 - 00:01:47] 我要重点去提一下
[00:01:47 - 00:01:49] 比如说像教育技术学
[00:01:49 - 00:01:50] 教育技术学呢
[00:01:50 - 00:01:52] 因为在本科阶段周生的时候
[00:01:52 - 00:01:53] 是有的学生按理学周生
[00:01:53 - 00:01:55] 有的学生按照教育学周生
[00:01:55 - 00:01:57] 按理学周生和教育学周生
[00:01:57 - 00:02:00] 它的培养方向是有点不太一样的
[00:02:00 - 00:02:02] 如果说按照理学周生的话
[00:02:02 - 00:02:06] 它比较偏向于教育技术的技术那两个字
[00:02:06 - 00:02:07] 它主要考察的是什么
[00:02:07 - 00:02:09] 它主要考察的是和培养的是
[00:02:09 - 00:02:13] 我们对于教育技术的一个技术环节的问题的解决
[00:02:13 - 00:02:16] 而像教育技術學按照教育學學招數的話
[00:02:16 - 00:02:21] 它解決的是整個教育技術學對教育的影響這方面的問題
[00:02:21 - 00:02:23] 這個我不知道大家能不能夠理解啊
[00:02:23 - 00:02:24] 一個比較偏解決技術問題
[00:02:24 - 00:02:28] 一個是比較偏解決我們整體規劃的問題
[00:02:28 - 00:02:31] 這是我們理學和教育學的一個差別
[00:02:31 - 00:02:33] 那麼如果你學教育技術學的
[00:02:33 - 00:02:36] 你考的是理學的學校
[00:02:36 - 00:02:37] 它考是專業課呢
[00:02:37 - 00:02:39] 考的可能就要代數學
[00:02:39 - 00:02:41] 如果你系學不好的話呢
[00:02:41 - 00:02:45] 你老老实实的考按照教育学造成的教育技术学
[00:02:45 - 00:02:46] 你老老实实麻烦了
[00:02:46 - 00:02:48] 哪个学生按照理学招
[00:02:48 - 00:02:49] 哪个学生按照教育学招
[00:02:49 - 00:02:52] 这个研招网是都能给你解决的
[00:02:52 - 00:02:53] 我们再说一下学前教育
[00:02:53 - 00:02:55] 学前教育有的人说
[00:02:55 - 00:02:55] 张老师
[00:02:55 - 00:02:56] 我这当地评价员老师
[00:02:56 - 00:02:58] 我有必要学考研吗
[00:02:58 - 00:02:59] 实际上大家就要知道
[00:02:59 - 00:03:01] 在中国有很多专业
[00:03:01 - 00:03:05] 你考研的目的根本就是为了逃离这个专业
[00:03:05 - 00:03:07] 其中学前教育学就是这么一个专业
[00:03:07 - 00:03:10] 你之所以考研为的就是不干
[00:03:10 - 00:03:12] 这个所谓的本行业
[00:03:12 - 00:03:13] 那老师我不干本行业
[00:03:13 - 00:03:14] 我能干什么
[00:03:14 - 00:03:14] 因为大家要知道
[00:03:14 - 00:03:16] 随着咱们国民收入的提高
[00:03:16 - 00:03:18] 我们对学习教育
[00:03:18 - 00:03:21] 对幼儿教育的相关的投入也会增加
[00:03:21 - 00:03:22] 因为你看
[00:03:22 - 00:03:23] 比如拿我自己来举例子
[00:03:23 - 00:03:24] 我的小孩大概现在是两岁半
[00:03:24 - 00:03:25] 马上到三岁了
