BV号：BV1Zt411h7x1
标题：BV1Zt411h7x1
链接：https://www.bilibili.com/video/BV1Zt411h7x1
识别语言：zh
语言置信度：1
分段数：126
生成时间：2026-04-04 08:45:43

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:26] 欢迎大家走进本期的张老师课堂
[00:00:26 - 00:00:27] 这一期我们聊的话题
[00:00:27 - 00:00:30] 跟最近进行的一项赛事有关系
[00:00:30 - 00:00:31] 跟中国也有点小关系
[00:00:31 - 00:00:32] 叫什么呢
[00:00:32 - 00:00:33] 叫亚洲杯
[00:00:34 - 00:00:35] 说起亚洲杯就不得不提
[00:00:35 - 00:00:37] 咱们新一届亚洲杯
[00:00:37 - 00:00:38] 中国队的第一场比赛
[00:00:38 - 00:00:39] 昨天晚上我看比赛
[00:00:39 - 00:00:41] 看的是给我先生气
[00:00:41 - 00:00:42] 后是有点好玩
[00:00:42 - 00:00:44] 最后就一个小惊喜了
[00:00:45 - 00:00:46] 先生气是因为什么呢
[00:00:46 - 00:00:48] 昨天晚上如果大家看了這場比賽的話
[00:00:48 - 00:00:49] 我們應該知道
[00:00:49 - 00:00:51] 打一個中亞國家極日機斯斯坦
[00:00:51 - 00:00:53] 上來居然先打個防反
[00:00:53 - 00:00:55] 還被人踢進一個球
[00:00:55 - 00:00:56] 踢進那個球以後的話
[00:00:56 - 00:00:59] 氣得我當時我就不想看了你知道吧
[00:00:59 - 00:00:59] 後來呢
[00:00:59 - 00:01:01] 看到我的一些軟體當中就推送
[00:01:01 - 00:01:03] 說中國隊頒評的比分
[00:01:03 - 00:01:03] 我一看
[00:01:03 - 00:01:04] 火
[00:01:04 - 00:01:07] 原來對面的門將眼神確認過
[00:01:07 - 00:01:08] 居然是自己人
[00:01:08 - 00:01:10] 把球拍進了自己家大門
[00:01:10 - 00:01:11] 我們來看一下
[00:01:11 - 00:01:12] 這個腳球開出來
[00:01:12 - 00:01:14] 前點是基金頂了一下
[00:01:14 - 00:01:15] 有能夠門將
[00:01:15 - 00:01:17] 你看自己打进球门里
[00:01:17 - 00:01:18] 马球打入了自家球门
[00:01:18 - 00:01:19] 这个不应该
[00:01:19 - 00:01:20] 这个不应该
[00:01:20 - 00:01:25] 其实中国队队员和自己的后卫都没有对门家马家石有任何的干扰
[00:01:25 - 00:01:27] 升高1米95的他
[00:01:27 - 00:01:30] 自己在空中完成了这个失误
[00:01:30 - 00:01:32] 跟别人没有任何关系
[00:01:32 - 00:01:34] 最后中国队终于是反败为盛行
[00:01:34 - 00:01:36] 拿下了本届亚洲杯的第一场胜利
[00:01:36 - 00:01:38] 本届亚洲杯中国队能走多远
[00:01:38 - 00:01:40] 说实话还真不好说
[00:01:40 - 00:01:42] 毕竟同组的对手实力也都在这摆着
[00:01:42 - 00:01:45] 如果说你要问我对于亚洲杯的印象的话
[00:01:45 - 00:01:47] 那么我从看球到现代
[00:01:47 - 00:01:49] 印象最深的是两年亚洲杯
[00:01:49 - 00:01:50] 一年是92年的
[00:01:50 - 00:01:51] 一年是04年的
[00:01:51 - 00:01:56] 92年亚洲杯那一年是我当时还在上小学的时候
[00:01:56 - 00:01:58] 刚开始接触足球
[00:01:58 - 00:01:59] 可以说我成为一个球迷
[00:01:59 - 00:02:01] 就是从92年亚洲不开始的
[00:02:01 - 00:02:02] 那一年印象最深的
[00:02:02 - 00:02:04] 就是中国第一次请了一个杨教练
[00:02:04 - 00:02:06] 叫做Sherapuna
[00:02:06 - 00:02:07] 是一个德国的教练
[00:02:07 - 00:02:08] 那一年的亚洲杯
[00:02:08 - 00:02:11] 中国是非常表现得很不错的
[00:02:11 - 00:02:12] 拿到了第三名
[00:02:12 - 00:02:15] 而且半球赛当时在日本踢的
[00:02:15 - 00:02:17] 对手就是当时的东道主日本
[00:02:17 - 00:02:20] 中国队是跟日本打打打800回合
[00:02:20 - 00:02:22] 最后是以2比3可以说是西败
[00:02:22 - 00:02:26] 因为那场比赛中国队踢的确确实实是非常不错
