BV号：BV1mb411P7cV
标题：BV1mb411P7cV
链接：https://www.bilibili.com/video/BV1mb411P7cV
识别语言：zh
语言置信度：1
分段数：280
生成时间：2026-04-04 09:21:01

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:25] 那么最近呢
[00:00:25 - 00:00:27] 大家都知道考研马上就进行了
[00:00:27 - 00:00:29] 很多考研的同学呢
[00:00:29 - 00:00:30] 略微有点小焦虑
[00:00:30 - 00:00:32] 但是我发现还有一个人群啊
[00:00:32 - 00:00:35] 比这帮马上有考研的同学更焦虑的人
[00:00:35 - 00:00:35] 是谁呢
[00:00:35 - 00:00:39] 就是那些正在辅导高中生的这些家长们
[00:00:39 - 00:00:41] 他们更焦虑
[00:00:41 - 00:00:42] 他们焦虑什么呢
[00:00:42 - 00:00:44] 因为大家可能或多或少都听说了
[00:00:44 - 00:00:45] 说这个咱们国家呢
[00:00:45 - 00:00:48] 要开始推行新高考的改革
[00:00:48 - 00:00:50] 尤其是有很多省份
[00:00:50 - 00:00:51] 在今年就已经开始
[00:00:51 - 00:00:53] 入学新高一的学生当中
[00:00:53 - 00:00:55] 就已经开始要推行新高考了
[00:00:55 - 00:00:57] 这个高考改革这个事情
[00:00:57 - 00:00:58] 是我们国家的一个
[00:00:58 - 00:01:00] 非常非常重要的事情
[00:01:00 - 00:01:01] 因为它毕竟关系到
[00:01:01 - 00:01:03] 孩子们的命运和未来
[00:01:03 - 00:01:04] 他们将来能上什么样的学校
[00:01:04 - 00:01:06] 能上什么样的大学
[00:01:06 - 00:01:07] 那么新高考改革
[00:01:07 - 00:01:08] 大家可能都已经听说了
[00:01:08 - 00:01:11] 在全国首先浙江省和上海市
[00:01:11 - 00:01:13] 是率先来实行的
[00:01:13 - 00:01:15] 然后山东省等四个省份是在
[00:01:16 - 00:01:17] 就是去年开始实行
[00:01:17 - 00:01:20] 也就是山东省他们今年的新高二的同学
[00:01:21 - 00:01:23] 就已经开始进行新高考的改革
[00:01:23 - 00:01:26] 那么其他大部分的省份是在今年新高一入学的
[00:01:26 - 00:01:28] 同学当中来推行新高考的改革
[00:01:28 - 00:01:30] 而安徽省和其他的一些
[00:01:31 - 00:01:33] 西南地区的省份可能是要推后一年
[00:01:33 - 00:01:35] 就是明年入学的新高一
[00:01:35 - 00:01:37] 来推行新高考的改革
[00:01:37 - 00:01:38] 那么新高考的改革
[00:01:38 - 00:01:39] 大家都听说了
[00:01:39 - 00:01:41] 但到底是怎么改的呢
[00:01:41 - 00:01:42] 简而言之一句话
[00:01:42 - 00:01:46] 就是在原来的李宗和和文宗和的基础之上
[00:01:46 - 00:01:47] 改成了现在的三加三
[00:01:47 - 00:01:48] 原来呢
[00:01:48 - 00:01:49] 李宗和就是三分课
[00:01:49 - 00:01:50] 就是物理化学和生物
[00:01:50 - 00:01:52] 文宗和呢就是历史地理和政治
[00:01:52 - 00:01:53] 原来呢
[00:01:53 - 00:01:54] 你学理科的就是学理科
[00:01:54 - 00:01:56] 学文科的就是学文科
[00:01:56 - 00:01:57] 高校在周生的时候呢
[00:01:57 - 00:01:58] 也是按照文科生科
[00:01:58 - 00:02:00] 理科生来进行分别周生的
[00:02:00 - 00:02:01] 比如说像
[00:02:01 - 00:02:03] 如果说你像土木啊
[00:02:03 - 00:02:04] 这个铜芯啊
[00:02:04 - 00:02:04] 这个计算机啊
[00:02:04 - 00:02:07] 它一般基本上是不要文科生的
[00:02:07 - 00:02:09] 而且如果说像什么新闻啊
[00:02:09 - 00:02:09] 中文啊
[00:02:09 - 00:02:10] 还这种专业呢
[00:02:10 - 00:02:13] 它有可能就不要纯粹的那种理合成的
[00:02:13 - 00:02:15] 但是现在这么一混改以后
[00:02:15 - 00:02:18] 你会发现很多学生在选择的时候
[00:02:18 - 00:02:20] 它其实是文科和理科来混着选的
[00:02:20 - 00:02:22] 比如大多数的同学在高二的时候
[00:02:22 - 00:02:25] 来进行三加三来进行三科选择的时候
[00:02:25 - 00:02:26] 很多人就会选择什么
