BV号：BV1hW411F7Wq
标题：BV1hW411F7Wq
链接：https://www.bilibili.com/video/BV1hW411F7Wq
识别语言：zh
语言置信度：1
分段数：469
生成时间：2026-04-04 10:18:02

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:22] 现在在抱院校的时候
[00:00:22 - 00:00:23] 我再说一下大原则
[00:00:23 - 00:00:24] 这个原则很重要
[00:00:24 - 00:00:25] 各位家长在抱院校的时候
[00:00:25 - 00:00:26] 一定要注意
[00:00:26 - 00:00:27] 就是各位家长
[00:00:27 - 00:00:27] 我问一下
[00:00:27 - 00:00:29] 你们觉得给孩子选一个好大学重要
[00:00:29 - 00:00:31] 还是给孩子选一个好专业重要
[00:00:32 - 00:00:34] 有的家长说好大学
[00:00:34 - 00:00:35] 有的家长说好专业
[00:00:35 - 00:00:36] 我跟你说都错了
[00:00:36 - 00:00:39] 好地方最重要
[00:00:40 - 00:00:41] 抱职业先看地狱
[00:00:41 - 00:00:42] 我这么跟大家说
[00:00:42 - 00:00:44] 就是你给孩子抱专业
[00:00:44 - 00:00:46] 你给他抱一个所谓好地区的二本
[00:00:46 - 00:00:48] 都比报一个不好地区的一本要强
[00:00:48 - 00:00:50] 为什么孩子的见识不一样
[00:00:51 - 00:00:52] 他在不同城市的见识到的东西
[00:00:52 - 00:00:53] 我给各位家长说
[00:00:53 - 00:00:54] 我们完全不一样
[00:00:54 - 00:00:57] 然后的话就是地域是最重要的
[00:00:57 - 00:00:58] 我跟各位家长说
[00:00:58 - 00:00:59] 就是中国这么大
[00:00:59 - 00:01:00] 可能家长有兴趣的话
[00:01:00 - 00:01:02] 就是真的就是暑假的时候
[00:01:02 - 00:01:02] 或者是什么样
[00:01:02 - 00:01:03] 如果说有高二的家长
[00:01:04 - 00:01:05] 暑假带了孩子到全国去转一转
[00:01:05 - 00:01:06] 你去感受一下
[00:01:07 - 00:01:07] 然后的话
[00:01:07 - 00:01:08] 你会发现中国地域
[00:01:08 - 00:01:10] 每个地方他都有他自己的特色
[00:01:10 - 00:01:10] 他是不一样的
[00:01:10 - 00:01:12] 人和人之间他也不一样
[00:01:12 - 00:01:13] 你比如说给大家举个简单的例子
[00:01:13 - 00:01:15] 管理人和乖问人就不一样
[00:01:15 - 00:01:17] 中国有个地方叫山海关
[00:01:17 - 00:01:18] 关里人就是你们
