BV号：BV1pt411r7A9
标题：BV1pt411r7A9
链接：https://www.bilibili.com/video/BV1pt411r7A9
识别语言：zh
语言置信度：1
分段数：200
生成时间：2026-04-04 08:53:56

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我上学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:26] 欢迎大家召见本期的张老师课堂
[00:00:26 - 00:00:28] 那么我们上一期给大家简单介绍了一下
[00:00:28 - 00:00:30] 我们在考研期间需要注意这些事情
[00:00:30 - 00:00:32] 而这个含价大家一定要去利用起来
[00:00:32 - 00:00:35] 因为我们考研中的厨师还有副师
[00:00:35 - 00:00:36] 而各大学校在副师当中
[00:00:36 - 00:00:37] 占的比重是非常高的
[00:00:37 - 00:00:39] 达到了50%左右
[00:00:39 - 00:00:42] 甚至如果说你的专业社要考会局专售
[00:00:42 - 00:00:44] 这种管理类专业硕士的话
[00:00:44 - 00:00:45] 副师占的比动会更高
[00:00:45 - 00:00:49] 因为会计说本身淘汰率是非常高的
[00:00:49 - 00:00:51] 那么我们在本期节目当中的这个大家介绍一下
[00:00:51 - 00:00:54] 我们函假期间我们各个富士的阶段该怎么去进行准备
[00:00:54 - 00:00:57] 那么这个视频也希望大家能够的一直保持下去
[00:00:57 - 00:01:00] 在我们开学时候再来看一遍
[00:01:00 - 00:01:03] 那么富士各个学校主要是分成三个不同的部分
[00:01:03 - 00:01:05] 首先第一个部分叫做鄙视
[00:01:05 - 00:01:07] 第二个部分叫做外语富士
[00:01:07 - 00:01:09] 第三个部分叫做面试
[00:01:09 - 00:01:13] 那么有很多学校是将英语富士和面试放在一起
[00:01:13 - 00:01:14] 成为一个组合
[00:01:14 - 00:01:19] 那么不管是你鄙视和面视和外服是两部分
[00:01:19 - 00:01:21] 有任何一颗不计格
[00:01:21 - 00:01:23] 你都会直接被淘汰
[00:01:23 - 00:01:25] 所以说大家对于鄙视也好
[00:01:25 - 00:01:26] 对于面试也好
[00:01:26 - 00:01:28] 你单颗的他们一个要求
[00:01:28 - 00:01:30] 最低就是一定要给他计格
[00:01:30 - 00:01:31] 一定要给他计格
[00:01:31 - 00:01:33] 那么首先大家可以关注一下
[00:01:33 - 00:01:35] 你目标院兄目标专业
[00:01:35 - 00:01:37] 在往年复试的时候
[00:01:37 - 00:01:39] 他们基本上都考什么专业课
[00:01:39 - 00:01:41] 就是我们所说的鄙视专业课
[00:01:41 - 00:01:42] 而这个鄙视专业课
[00:01:42 - 00:01:45] 大家应该像我们考研副习专业课一样
[00:01:45 - 00:01:49] 要么就是搞到他往年他副市比试专业课的真题
[00:01:49 - 00:01:52] 这个可以通过你的目标院学目标专业的师书师典
[00:01:52 - 00:01:53] 甚至是你联系好的老师
[00:01:53 - 00:01:54] 也可以帮你弄
[00:01:54 - 00:01:59] 如果说你要是没拿到这个所谓副市比试的真题的话
[00:01:59 - 00:02:02] 那么大家可以同理的拿到你目标院学目标专业
[00:02:02 - 00:02:05] 副市比试这一科的期末考试券
[00:02:05 - 00:02:08] 因为同样的一本书他出重点
[00:02:08 - 00:02:10] 应该不会有特别大的差别
[00:02:10 - 00:02:11] 这个以往张罗社在来代价讲
[00:02:11 - 00:02:12] 专业科副协的时候
[00:02:12 - 00:02:13] 是给大家讲过的
[00:02:13 - 00:02:15] 希望大家能够明白
[00:02:15 - 00:02:16] 那么英语副师这个环节
[00:02:16 - 00:02:18] 其实大家只要关注一点
[00:02:18 - 00:02:19] 关注什么呢
[00:02:19 - 00:02:20] 就是关注一下这个学校
[00:02:20 - 00:02:23] 他到底有没有专业英语副师
[00:02:23 - 00:02:25] 如果说他有专业英语副师的话
[00:02:25 - 00:02:26] 那么大家在含价的时候
[00:02:26 - 00:02:30] 就要看一下整个的专业英语的书籍
[00:02:30 - 00:02:31] 比如说
[00:02:31 - 00:02:32] 如果说你觉得看书他比较乱的话
[00:02:32 - 00:02:34] 那么给大家几个建议
[00:02:34 - 00:02:35] 第一个建议
[00:02:35 - 00:02:37] 就是将你目标人员乡目标专业
[00:02:37 - 00:02:39] 他出示参考书和副诗参考书的目录
