BV号：BV1HW411L7Rq
标题：BV1HW411L7Rq
链接：https://www.bilibili.com/video/BV1HW411L7Rq
识别语言：zh
语言置信度：1
分段数：366
生成时间：2026-04-04 10:39:51

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我上学习面对更快乐的张雪峰老师
[00:00:23 - 00:00:26] 咱们今天给大家讲一个比较好玩的专业
[00:00:26 - 00:00:28] 也是比较偏的一个专业
[00:00:28 - 00:00:30] 但是这个专业考虑的人其实还很多的
[00:00:30 - 00:00:31] 叫体育学
[00:00:32 - 00:00:32] 有个专业考虑老师
[00:00:32 - 00:00:35] 我学体育的不就是身体例行
[00:00:35 - 00:00:36] 对不对
[00:00:36 - 00:00:37] 都撞汉
[00:00:37 - 00:00:38] 或者说女汉的什么的
[00:00:38 - 00:00:40] 但其实我想跟大家说的是
[00:00:40 - 00:00:41] 其为体育学的专业在考研的时候
[00:00:41 - 00:00:43] 不都是这些
[00:00:43 - 00:00:45] 就是大家提掉柄期
[00:00:45 - 00:00:46] 就是你不要以为学体育的人
[00:00:46 - 00:00:47] 人都是那种啊
[00:00:47 - 00:00:48] 什么行男呢
[00:00:48 - 00:00:50] 什么什么什么状女啊
[00:00:50 - 00:00:51] 那不是那种啊
[00:00:51 - 00:00:53] 体育学那下面分四个不同的二体学科
[00:00:53 - 00:00:55] 第一个专业叫做体育人文社会学
[00:00:55 - 00:00:55] 第二个呢
[00:00:55 - 00:00:57] 叫做体育运动训练学
[00:00:57 - 00:00:57] 第三个呢
[00:00:57 - 00:00:59] 叫做运动人体科学
[00:00:59 - 00:01:00] 第四个呢
[00:01:00 - 00:01:02] 叫做民族传统体育学
[00:01:02 - 00:01:03] 那么这四个专业
[00:01:03 - 00:01:04] 它分别都是什么样的专业啊
[00:01:04 - 00:01:05] 这个给学体育的同学
[00:01:05 - 00:01:07] 稍微介绍一下
[00:01:07 - 00:01:08] 那么首先呢
[00:01:08 - 00:01:09] 说这个运动人体科学
[00:01:09 - 00:01:10] 运动人体科学
[00:01:10 - 00:01:12] 它在本科专业当中呢
[00:01:12 - 00:01:13] 它是一个独立的专业
[00:01:13 - 00:01:14] 他主要研究的是什么
[00:01:14 - 00:01:16] 就是运动员的一些
[00:01:16 - 00:01:18] 对身体的运动损伤
[00:01:18 - 00:01:19] 因为运动员的一些损伤
[00:01:19 - 00:01:20] 跟我们正常人他是不一样的
[00:01:20 - 00:01:22] 你比如说我们先上看足球比赛的时候
[00:01:22 - 00:01:24] 就经常看到一个大哥
[00:01:24 - 00:01:26] 突然被另外一个大哥干倒了
[00:01:26 - 00:01:26] 干倒了以后的话
[00:01:26 - 00:01:28] 那个被干倒的那个大哥
[00:01:28 - 00:01:29] 可能就无的腿
[00:01:29 - 00:01:29] 或者无的哪里
[00:01:29 - 00:01:30] 这边来回打鬼
[00:01:30 - 00:01:31] 或者怎么样的
[00:01:31 - 00:01:31] 对吧
[00:01:31 - 00:01:33] 那么你会发现运动员的损伤
[00:01:33 - 00:01:35] 跟我们正常人是非常不一样的
[00:01:35 - 00:01:36] 比如他们有经常什么
[00:01:36 - 00:01:38] 什么肌肉撕裂
[00:01:38 - 00:01:38] 对吧
[00:01:38 - 00:01:39] 你正常人你走路
[00:01:39 - 00:01:40] 你走着走着肌肉撕裂了
[00:01:40 - 00:01:41] 那不可能
[00:01:41 - 00:01:41] 对不对
[00:01:41 - 00:01:45] 但是比如说像我们什么什么什么什么跟见断裂啊
[00:01:45 - 00:01:48] 像什么这个半月版什么什么这个有损伤啊
[00:01:48 - 00:01:52] 我们正常人基本上是不太可能就是得这种疾病的
[00:01:52 - 00:01:55] 那么运动人体科学主要就是针对一些像运动员
[00:01:55 - 00:01:58] 他本身训练强度和比赛的强度比较大
[00:01:58 - 00:02:00] 然后的话再加上他们受伤的
[00:02:00 - 00:02:02] 这个跟我们正常人可能不太一样
[00:02:02 - 00:02:03] 所以说他们主要是研究
[00:02:03 - 00:02:06] 怎么让运动员能够快速恢复体能啊
[00:02:06 - 00:02:10] 比如说怎么能够让运动员那种运动损伤得到快速修复
