BV号：BV1uW411y7Km
标题：BV1uW411y7Km
链接：https://www.bilibili.com/video/BV1uW411y7Km
识别语言：zh
语言置信度：1
分段数：257
生成时间：2026-04-04 09:34:45

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我是让学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:26] 欢迎大家走进本期的张老师课堂
[00:00:26 - 00:00:27] 那么我们本期给大家讲一讲
[00:00:27 - 00:00:31] 一个在中国可以说考研人数众多的专业
[00:00:31 - 00:00:33] 就是英语专业
[00:00:33 - 00:00:35] 英语专业其实本科生是非常多的
[00:00:35 - 00:00:38] 它在中国本科专业的地位是比较特殊的
[00:00:38 - 00:00:41] 你会发现几乎所有的大学
[00:00:41 - 00:00:43] 都有本科英语专业
[00:00:43 - 00:00:44] 它不像说其他专业
[00:00:44 - 00:00:45] 比如像什么计算机
[00:00:45 - 00:00:47] 像什么这个会计啊
[00:00:47 - 00:00:48] 这个一科类大学啊
[00:00:48 - 00:00:49] 就没有集成一转业
[00:00:49 - 00:00:50] 也没有会计专业
[00:00:50 - 00:00:52] 但是你会发现英语这个专业呢
[00:00:52 - 00:00:54] 几乎是中国每一个大学都有
[00:00:54 - 00:00:55] 它不管叫什么名字
[00:00:55 - 00:00:57] 都有英语这个专业的本科
[00:00:57 - 00:00:59] 而在中国的十大热门所谓的
[00:00:59 - 00:01:00] 热门专业里边
[00:01:00 - 00:01:01] 有两个专业呢
[00:01:01 - 00:01:02] 是跟英语有关的
[00:01:02 - 00:01:03] 一个叫做英语院卫学
[00:01:03 - 00:01:06] 一个叫做外国语言学籍英语院学
[00:01:06 - 00:01:07] 实际上呢
[00:01:07 - 00:01:08] 现在英语很多同学呢
[00:01:08 - 00:01:10] 都会选择考另外的两个专业
[00:01:10 - 00:01:12] 就是如果你要考本专业的话呢
[00:01:12 - 00:01:13] 我刚才说的那两个专业啊
[00:01:13 - 00:01:16] 就英语文学和外国语言学及英语研学是学朔
[00:01:16 - 00:01:17] 那么还有两个呢
[00:01:17 - 00:01:18] 是专所的专业
[00:01:18 - 00:01:20] 一个叫做MTI就是翻译舒适
[00:01:20 - 00:01:21] 还有一个呢
[00:01:21 - 00:01:23] 叫做学科教育外语
[00:01:23 - 00:01:25] 那么所以说各位学医英语的同学
[00:01:25 - 00:01:26] 如果说你要考你本专业的话呢
[00:01:26 - 00:01:28] 实际上你是有四个专业可以考的
[00:01:28 - 00:01:31] 其中两个学朔也还有两个专所
[00:01:31 - 00:01:33] 那么学朔和专所在考研的时候
[00:01:33 - 00:01:34] 有一个非常非常明显的差别
[00:01:34 - 00:01:35] 什么差别呢
[00:01:35 - 00:01:39] 就是如果说你们选择考专所的话
[00:01:39 - 00:01:40] 那么你在考研的时候呢
[00:01:40 - 00:01:41] 你是不考二外的
[00:01:41 - 00:01:43] 如果说你要报考学术的话
[00:01:43 - 00:01:44] 你考研的时候
[00:01:44 - 00:01:45] 他是一定要考二外的
[00:01:45 - 00:01:47] 这个是很多英语专业同学
[00:01:47 - 00:01:49] 就是你在选择学术专术的时候
[00:01:49 - 00:01:51] 要考虑的一个因素
[00:01:51 - 00:01:53] 就是你二外到底学的好不好
[00:01:53 - 00:01:55] 而如果说你要考专术的话
[00:01:55 - 00:01:57] 其中现在目前考试比较多了
[00:01:57 - 00:01:59] 就是学科就有英语
[00:01:59 - 00:02:00] 为什么呢
[00:02:00 - 00:02:00] 当老师的
[00:02:00 - 00:02:01] 现在当老师
[00:02:01 - 00:02:02] 原来我在讲中的时候
[00:02:02 - 00:02:03] 给大家讲过
[00:02:03 - 00:02:05] 现在当老师确实是不太容易的
[00:02:05 - 00:02:06] 那么有的人问
[00:02:06 - 00:02:06] 张老师
[00:02:06 - 00:02:08] 我选学校的时候该怎么选呢
[00:02:08 - 00:02:10] 实际上招数外国语专业
[00:02:10 - 00:02:11] 研究生的高校
[00:02:11 - 00:02:14] 张教师给他们简单的分成了以下这么几大类
[00:02:14 - 00:02:17] 那么第一大类就是那种纯粹的外国语大学
[00:02:17 - 00:02:18] 然后代表对于校就很多了
[00:02:18 - 00:02:20] 像什么北外啊 上外啊 天外啊
[00:02:20 - 00:02:23] 大外啊 西外啊 川外啊等等等等
[00:02:23 - 00:02:24] 各种各样的外
[00:02:24 - 00:02:25] 然后的话第二种高校呢
[00:02:25 - 00:02:27] 你会发现叫各种各样的师范大学
[00:02:27 - 00:02:29] 像什么北师大呀 华东师大呀
[00:02:29 - 00:02:31] 华东师大呀 各种各样的师范大学
[00:02:31 - 00:02:32] 那么第三类高校呢
[00:02:32 - 00:02:33] 叫各种各样的财经大学
[00:02:33 - 00:02:35] 什么中央财经大学呀
[00:02:35 - 00:02:37] 对吧这个这个江西财经大学呀
[00:02:37 - 00:02:38] 等等那种这样的财经大学
[00:02:38 - 00:02:39] 那么第四类高校呢
[00:02:39 - 00:02:42] 就是這個學校它本身是很牛的
[00:02:42 - 00:02:44] 但是它的英語專業呢
[00:02:44 - 00:02:45] 沒有那麼好
[00:02:45 - 00:02:46] 比如說咱們隨便給大家舉幾個例子
[00:02:46 - 00:02:48] 比如說北京航空航天大學
[00:02:48 - 00:02:49] 對吧
[00:02:49 - 00:02:50] 哈爾濱工業大學
[00:02:50 - 00:02:50] 對吧
[00:02:50 - 00:02:52] 像東北大學
[00:02:52 - 00:02:53] 像這種學校都是985
[00:02:53 - 00:02:55] 但是英語專業實力強不強呢
[00:02:55 - 00:02:57] 可能沒有那些所謂的外合
[00:02:57 - 00:02:59] 那些所謂的十大有強
[00:02:59 - 00:03:00] 那麼這是一類高校
