BV号：BV1Ks411u7kp
标题：BV1Ks411u7kp
链接：https://www.bilibili.com/video/BV1Ks411u7kp
识别语言：zh
语言置信度：1
分段数：278
生成时间：2026-04-04 09:49:43

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:26] 欢迎大家走进本期的张老师课堂
[00:00:26 - 00:00:29] 那么在这个视频播放的时候呢
[00:00:29 - 00:00:30] 大家都知道是在8月份了
[00:00:30 - 00:00:34] 那么8月份的有一个非常我们让每一个中国人名记的日子
[00:00:34 - 00:00:38] 就是8月15号我们抗人战争胜利的一个纪念日
[00:00:38 - 00:00:40] 那么在这个特殊的日子里呢
[00:00:40 - 00:00:42] 咱们又不得不想起了
[00:00:42 - 00:00:46] 当年我们这个国家曾经骚属我的那些屈辱和
[00:00:46 - 00:00:48] 不甘還有那些亂七八糟的這些東西
[00:00:48 - 00:00:51] 我們總是說勿往國恥勿往國恥
[00:00:51 - 00:00:53] 希望大家能夠一撂記住它
[00:00:53 - 00:00:55] 但是在我們提出勿往國恥的時候
[00:00:55 - 00:00:57] 大家有沒有考慮到這麼一個問題呢
[00:00:57 - 00:00:59] 就是日本這個國家
[00:00:59 - 00:01:01] 它其實比咱們中國要小得多
[00:01:01 - 00:01:04] 你比如說它那點蛋彎之地啊
[00:01:04 - 00:01:06] 你說它那個高鐵你怎麼修呢
[00:01:06 - 00:01:08] 你說它這沒有一個島國
[00:01:08 - 00:01:09] 從這邊修到那邊原來半個小時
[00:01:09 - 00:01:11] 你修了高鐵後上二分鐘
[00:01:11 - 00:01:12] 其實一點一都沒有嘛對吧
[00:01:12 - 00:01:14] 它不像中國復原遼闊
[00:01:14 - 00:01:16] 但是经常会让我思考一个问题是什么呢
[00:01:16 - 00:01:17] 就是中国呢
[00:01:17 - 00:01:19] 它是在1840年的时候
[00:01:19 - 00:01:21] 由鸦片战争打开了当时
[00:01:21 - 00:01:23] 闭关锁国的亲政府的国门
[00:01:23 - 00:01:26] 1840开始中国就开始所谓的
[00:01:26 - 00:01:28] 领悟到了自己可能并不是所谓的
[00:01:28 - 00:01:30] 像以前那样的一个天朝了
[00:01:30 - 00:01:31] 对吧
[00:01:31 - 00:01:32] 那时候我们开始进步了
[00:01:32 - 00:01:35] 而日本这个国家是在1861年的时候
[00:01:35 - 00:01:37] 有美国的这个这个佩里将军
[00:01:37 - 00:01:38] 那么三艘军舰呢
[00:01:38 - 00:01:40] 就直接敲开了这个日本的大门
[00:01:40 - 00:01:42] 也就是说中国是1840年开始绝物的
[00:01:42 - 00:01:45] 而日本是在1861年開始覺悟的
[00:01:45 - 00:01:48] 也就是中國比日本早覺悟了21年
[00:01:48 - 00:01:51] 但是在1894年中日加無海戰的時候
[00:01:51 - 00:01:55] 日本卻把當時的親政府的北洋的水師
[00:01:55 - 00:01:57] 給打的落花流水
[00:01:57 - 00:01:59] 可以說幾乎全局覆沒
[00:01:59 - 00:02:02] 其實當時我知道歷史史的時候
[00:02:02 - 00:02:03] 我就思考一個問題
[00:02:03 - 00:02:04] 就是為什麼日本國家
[00:02:04 - 00:02:07] 它比中國晚發展所謂的21年
[00:02:07 - 00:02:08] 但是在1894年的時候
[00:02:08 - 00:02:09] 在戰爭當中
[00:02:09 - 00:02:11] 卻可以打敗當時的親政府
[00:02:11 - 00:02:15] 而在1905年的時候在中國的大陸上舉行了一場
[00:02:15 - 00:02:17] 就是日本人和俄國人的這麼一個較量
[00:02:17 - 00:02:18] 叫做日俄戰爭
[00:02:18 - 00:02:20] 當時日本是日俄戰爭
[00:02:20 - 00:02:22] 也當時付出了很大的代價
[00:02:22 - 00:02:26] 所謂的全年的俄軍的太平洋艦隊和波羅地海軍隊
[00:02:26 - 00:02:29] 把當時的沙漢俄國的整個海軍使力
[00:02:29 - 00:02:30] 是打得就是很
[00:02:30 - 00:02:31] 就是已經給打廢了
[00:02:31 - 00:02:34] 那個時候是黃武總人第一次戰勝白總人
[00:02:34 - 00:02:36] 也就是說在短短的一段時間
[00:02:36 - 00:02:38] 在日本發展的時候非常非常的快
[00:02:38 - 00:02:41] 以至於1937年的時候直接全面爆發了清華戰爭
[00:02:41 - 00:02:46] 甚至所謂設立的一個夢想叫做建立什麼大東亞共同圈
[00:02:46 - 00:02:48] 後來他打完中國可能就去打美國了
[00:02:48 - 00:02:49] 打完打美國以後的話
[00:02:49 - 00:02:50] 就打菲律賓是吧
[00:02:50 - 00:02:54] 東南亞幾乎所有的地盤全被日本人給占了
[00:02:54 - 00:02:57] 當然1945年隨著他的戰敗投降
[00:02:57 - 00:03:00] 日本的國力也開始迅速的下降
[00:03:00 - 00:03:02] 1945年他下降到一定程度以後的話
[00:03:02 - 00:03:04] 但是大家你要知道1960年
[00:03:04 - 00:03:06] 當時的奧運會是在哪裡開的
[00:03:06 - 00:03:07] 是在東京開的
[00:03:07 - 00:03:09] 而你会发现短短的15年期间
[00:03:09 - 00:03:11] 日本从一个战后衰败的景象
[00:03:11 - 00:03:15] 到1966年的时候能够承担这样一个国际性的一个体育赛事
[00:03:15 - 00:03:16] 这中间又发生了什么
[00:03:16 - 00:03:19] 所以说不由得让我们对这个国家呢
[00:03:19 - 00:03:23] 就产生了一些思考也好或者说是感兴趣也好
[00:03:23 - 00:03:25] 就是很想知道它是怎么发展起来的
[00:03:25 - 00:03:27] 所以说今天咱们这个节目呢
[00:03:27 - 00:03:28] 是给大家推荐一本书的
[00:03:28 - 00:03:30] 就是我面前摆的这本
[00:03:30 - 00:03:31] 太平洋战争
