BV号：BV1YW411h725
标题：BV1YW411h725
链接：https://www.bilibili.com/video/BV1YW411h725
识别语言：zh
语言置信度：1
分段数：58
生成时间：2026-04-04 12:01:57

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:23] 所以说每年都容我张老师考研考几天
[00:00:24 - 00:00:25] 我告诉大家有的人考一天
[00:00:25 - 00:00:26] 有的人考两天
[00:00:26 - 00:00:28] 还有各北导没蛋考三天
[00:00:28 - 00:00:29] 知道吧
[00:00:29 - 00:00:30] 谁考一天管理来专说
[00:00:30 - 00:00:32] 考一天谁考两天
[00:00:33 - 00:00:34] 大多数同学考两天
[00:00:34 - 00:00:35] 谁考三天
[00:00:35 - 00:00:37] 以下几个专业的导没蛋
[00:00:37 - 00:00:38] 你们考三天
[00:00:38 - 00:00:39] 考研有考三天的
[00:00:39 - 00:00:39] 谁考三天
[00:00:40 - 00:00:41] 如果你的专业是美术学类
[00:00:42 - 00:00:43] 设计学类
[00:00:43 - 00:00:44] 建筑学类
[00:00:44 - 00:00:46] 这三个专业的同学
[00:00:46 - 00:00:48] 不好意思,你考研考三天
[00:00:48 - 00:00:51] 手會放在第三天去考試
[00:00:51 - 00:00:53] 手會放在第三天考試
[00:00:53 - 00:00:55] 如果你是美術學類和設計學類
[00:00:55 - 00:00:56] 還稍微考一點
[00:00:56 - 00:00:57] 考研考四個小時
[00:00:57 - 00:00:59] 如果你是建築學類
[00:00:59 - 00:01:01] 恭喜你,六個小時不間斷考試
[00:01:01 - 00:01:04] 早上八點半考到下午兩點半
[00:01:04 - 00:01:05] 所以說你會發現
[00:01:05 - 00:01:06] 這幫同學在考研的出口
[00:01:06 - 00:01:07] 除了在比核之以外
[00:01:07 - 00:01:08] 還要在這兒吃的喝的
[00:01:08 - 00:01:09] 他不免餓死在裡面
[00:01:09 - 00:01:10] 知道吧
[00:01:10 - 00:01:11] 什麼啤酒、白酒、礦泉水
[00:01:11 - 00:01:13] 花生瓜子、烤魚片啊
[00:01:13 - 00:01:14] 有同學更過分
[00:01:14 - 00:01:16] 为什么在卫生宁和尿布师区的
[00:01:16 - 00:01:17] 知道吧
[00:01:17 - 00:01:18] 为什么在卫生宁和尿布师
[00:01:18 - 00:01:19] 我见过一个男同学
[00:01:19 - 00:01:20] 考建筑学的尿布师区的
[00:01:20 - 00:01:21] 为什么在尿布师
[00:01:21 - 00:01:24] 他说 6个小时的手柜我怕我画不完
[00:01:24 - 00:01:26] 有问题我救你解决
[00:01:26 - 00:01:27] 知道吧
[00:01:27 - 00:01:29] 所以同学你在考建筑学的时候
[00:01:29 - 00:01:30] 你发现旁边的那个大哥
[00:01:30 - 00:01:32] 他画着画着突然不动了
[00:01:32 - 00:01:33] 知道吧
[00:01:33 - 00:01:35] 过了十几秒钟
[00:01:35 - 00:01:38] 这哥们就在尿布师区的
[00:01:38 - 00:01:39] 知道吧
[00:01:39 - 00:01:40] 所以大家你要知道
[00:01:40 - 00:01:41] 有的考一天
[00:01:41 - 00:01:42] 有的考两天
[00:01:42 - 00:01:43] 还有各备等不及
[00:01:43 - 00:01:45] 这个就是我们管理的综合它的一个差别
