BV号：BV1EW411B7YW
标题：BV1EW411B7YW
链接：https://www.bilibili.com/video/BV1EW411B7YW
识别语言：zh
语言置信度：1
分段数：461
生成时间：2026-04-04 11:57:30

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我就是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:27] 那么在今年圣诞节前夜
[00:00:27 - 00:00:29] 我们国家今年的研究中
[00:00:29 - 00:00:31] 召唤考试也终于都全部结束了
[00:00:31 - 00:00:33] 那么咱们今天这本期视频
[00:00:33 - 00:00:34] 就给大家讲一讲
[00:00:34 - 00:00:37] 关于今年考研的一些事
[00:00:37 - 00:00:38] 简单做一个小总结了
[00:00:39 - 00:00:41] 首先第一就是关于今年的考研人数
[00:00:41 - 00:00:42] 大家都知道
[00:00:42 - 00:00:44] 在我们考研之前
[00:00:44 - 00:00:45] 教育部终于公布了一个官方数据
[00:00:45 - 00:00:47] 是238万
[00:00:47 - 00:00:49] 叫去年上漲了37万
[00:00:49 - 00:00:52] 各个省份的均有不同程度的人数的上漲
[00:00:52 - 00:00:55] 其中四川省的人数上漲是幅度比例
[00:00:55 - 00:00:58] 最大了达到了40%多的一个上升幅度
[00:00:58 - 00:00:59] 那么很多同学说
[00:00:59 - 00:01:01] 老师这个数据对我来说意味着什么
[00:01:01 - 00:01:05] 其实今年的考研人数增加主要就是
[00:01:05 - 00:01:07] 主要原因就是因为这个社会
[00:01:07 - 00:01:10] 大家对于学历的需求应该说是越来越迫切
[00:01:10 - 00:01:14] 尤其是网界生和硬界生是两边同时在上漲
[00:01:14 - 00:01:15] 不是说哪边漲得多
[00:01:15 - 00:01:16] 两边长得少
[00:01:16 - 00:01:17] 是两边同时在上涨
[00:01:17 - 00:01:19] 说明这个社会对于学历的需求
[00:01:19 - 00:01:21] 应该说是越来越高的
[00:01:21 - 00:01:23] 另外的话就是主要对我们的影响
[00:01:23 - 00:01:25] 就是今年很有可能会出现一个东西
[00:01:25 - 00:01:30] 就是条计的情况可能不像往年那么普遍了
[00:01:30 - 00:01:32] 但是因为今年提的原因
[00:01:32 - 00:01:35] 因为今年提数学确实出的有点难
[00:01:35 - 00:01:36] 就导致其实今年你会发现
[00:01:36 - 00:01:39] 在条计的名额理论上来说
[00:01:39 - 00:01:40] 如果提没有出这么难的话
[00:01:40 - 00:01:42] 可能条计就没有那么容易了
[00:01:42 - 00:01:44] 但是因为今年提出的比较难
[00:01:44 - 00:01:46] 会导致有很多学校
[00:01:46 - 00:01:47] 大幅度的出现招不满的情况
[00:01:47 - 00:01:51] 所以说今年的条计还是比较乐观的
[00:01:51 - 00:01:53] 所以说大家如果说你现在感觉自己
[00:01:53 - 00:01:54] 负习的不是很好的话
[00:01:54 - 00:01:55] 千万不要许灰心
[00:01:55 - 00:01:59] 大家请注意一下在明年3月中旬左右所出的
[00:01:59 - 00:02:00] 这种条计信息
[00:02:00 - 00:02:02] 大家这个一定要去看一下
[00:02:02 - 00:02:03] 所以说人数多
[00:02:03 - 00:02:06] 这个东西已经是成为一个定局了
[00:02:06 - 00:02:07] 有的人就问张老师
[00:02:07 - 00:02:10] 那明年会不会再次出现考验人数的上涨
[00:02:10 - 00:02:12] 我个人觉得明年考验人数
[00:02:12 - 00:02:14] 仍然是有可能再次出现上涨
[00:02:14 - 00:02:16] 但是这个上涨幅度不会像今年
[00:02:16 - 00:02:18] 像四川乘百分之四十那种
[00:02:18 - 00:02:18] 可能性不大
[00:02:18 - 00:02:22] 大概是在240多万到250万左右
[00:02:22 - 00:02:24] 就是250万以内
[00:02:24 - 00:02:25] 明年的一个人数
[00:02:25 - 00:02:26] 这是第一点关于人数
[00:02:26 - 00:02:27] 第二点
[00:02:27 - 00:02:29] 就是关于今年的政治英语数学
[00:02:29 - 00:02:32] 以及专业课的各科考题的问题
[00:02:32 - 00:02:34] 首先的政治和英语
[00:02:34 - 00:02:36] 今年提出的应该说是
[00:02:36 - 00:02:37] 正常水平
[00:02:38 - 00:02:39] 也没有去太超纲
[00:02:39 - 00:02:40] 也没有去太难
[00:02:40 - 00:02:41] 也没有去太简单
