BV号：BV1tW411B7mS
标题：BV1tW411B7mS
链接：https://www.bilibili.com/video/BV1tW411B7mS
识别语言：zh
语言置信度：1
分段数：213
生成时间：2026-04-04 11:53:34

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我就是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:26] 那么今天我们专业解读
[00:00:26 - 00:00:27] 给大家讲一讲
[00:00:27 - 00:00:29] 我个人觉得比较
[00:00:30 - 00:00:31] 比较诡异的一个专业
[00:00:32 - 00:00:33] 为什么说的比较诡异呢
[00:00:33 - 00:00:35] 因为它考研考起来实在是太麻烦
[00:00:35 - 00:00:36] 太复杂
[00:00:36 - 00:00:39] 这个专业的名字叫做工程管理
[00:00:39 - 00:00:41] 那么工程管理这个专业
[00:00:41 - 00:00:43] 是在中国很多学生都有的
[00:00:43 - 00:00:44] 这么一个本科专业
[00:00:44 - 00:00:46] 尤其是像工科院校
[00:00:46 - 00:00:47] 这个专业是非常普遍的
[00:00:47 - 00:00:49] 尤其是那种土木特别好的学校
[00:00:49 - 00:00:51] 极其普遍工程项目管理
[00:00:51 - 00:00:53] 那么这个专业在考研的时候
[00:00:53 - 00:00:55] 是比较要命的
[00:00:55 - 00:00:56] 为什么呢
[00:00:56 - 00:00:58] 因为它分工学的工程项目管理专业
[00:00:58 - 00:01:01] 和管理学的工程项目管理专业
[00:01:01 - 00:01:02] 大家你会发现
[00:01:02 - 00:01:04] 这个专业在考研的时候
[00:01:04 - 00:01:05] 它本身你是缩不到这个专业的
[00:01:05 - 00:01:06] 你在中国的专业目录
[00:01:06 - 00:01:08] 你缩不到工程管理专业
[00:01:08 - 00:01:09] 中国的考研专业目录
[00:01:09 - 00:01:12] 把工程管理放在跟谁一起呢
[00:01:12 - 00:01:14] 放在叫管理科区与工程
[00:01:14 - 00:01:16] 这是它的研究生专业
[00:01:16 - 00:01:18] 而管理科区域工程呢
[00:01:18 - 00:01:20] 它下面分了几个方向
[00:01:20 - 00:01:21] 它包括向物流
[00:01:21 - 00:01:24] 这也是工程项目管理的一个方向
[00:01:24 - 00:01:27] 包括向信息管理与信息系统
[00:01:27 - 00:01:28] 像电子商务
[00:01:28 - 00:01:30] 很多学校都是把
[00:01:30 - 00:01:32] 都是把就是在招生的时候是
[00:01:32 - 00:01:33] 招管理科区域工程
[00:01:33 - 00:01:35] 然后工程项目管理方向
[00:01:35 - 00:01:35] 物流方向
[00:01:35 - 00:01:36] 然后信管方向
[00:01:36 - 00:01:37] 是这样的
[00:01:37 - 00:01:38] 工程项目管理是其中的一个
[00:01:38 - 00:01:40] 而管理科区域工程呢
[00:01:40 - 00:01:42] 我刚才说过是分工学和管理学
[00:01:42 - 00:01:44] 那分工学和管理学怎么差别呢
[00:01:44 - 00:01:46] 从招生代码上来看
[00:01:46 - 00:01:48] 从招生代码上来看
[00:01:48 - 00:01:49] 工学的观点科学工程
[00:01:49 - 00:01:52] 它的招生代码开头是0831
[00:01:52 - 00:01:56] 而如果说你是考管理学的观点科学工程
[00:01:56 - 00:01:58] 它的招生代码开头是12011
[00:01:58 - 00:02:00] 一个是08开头一个是12开头
[00:02:01 - 00:02:02] 08开头和12开头
[00:02:03 - 00:02:03] 什么意思
[00:02:03 - 00:02:05] 08是属于工学12属于管理学
[00:02:05 - 00:02:07] 在考试的时候
[00:02:07 - 00:02:08] 差别就大了
[00:02:09 - 00:02:10] 08工学
[00:02:11 - 00:02:13] 他考研考的是数学1
[00:02:14 - 00:02:16] 但是英语分数线呢又比较低
[00:02:16 - 00:02:18] 一般情况下是不到40分
[00:02:18 - 00:02:19] 30多分
[00:02:19 - 00:02:22] 而如果说你考的是管理学的管理科学与工程
[00:02:22 - 00:02:25] 它大多数院校考的是数学3
[00:02:25 - 00:02:26] 而英语的分数线的比较高
[00:02:26 - 00:02:27] 一般是40多分
[00:02:27 - 00:02:28] 一般是在45分以上
[00:02:28 - 00:02:30] 50分以内
[00:02:30 - 00:02:32] 所以说你学公众管理同学
[00:02:32 - 00:02:33] 你要考研的话
[00:02:33 - 00:02:34] 那就有一个问题要问你了
[00:02:34 - 00:02:35] 你就是经常说
[00:02:35 - 00:02:37] 老师工程项目管理怎么考研
[00:02:37 - 00:02:37] 我就问你了同学
[00:02:37 - 00:02:39] 你数学好还是英语好
[00:02:39 - 00:02:41] 你数学好的话
[00:02:41 - 00:02:43] 那么你考按数学1找的
[00:02:43 - 00:02:44] 如果你英语好的话呢
[00:02:44 - 00:02:47] 你考按数学三找的
[00:02:47 - 00:02:50] 因为他有一个一个你强项的问题
[00:02:50 - 00:02:51] 你数学强项当然发挥
[00:02:51 - 00:02:53] 英语强项也当然要发挥对吧
[00:02:53 - 00:02:55] 而我们在考专业课的时候
[00:02:55 - 00:02:57] 你按工学招和按管理学招
[00:02:57 - 00:02:59] 专业课也是有差别的
[00:02:59 - 00:03:01] 管理科就是工程项目管理专业
[00:03:01 - 00:03:02] 他在考研的时候
[00:03:02 - 00:03:04] 他是分成就是专业课
[00:03:04 - 00:03:05] 他是分成两种考法
[00:03:05 - 00:03:07] 一种考法就是考的叫运筹学
[00:03:07 - 00:03:08] 一种考法呢
[00:03:08 - 00:03:09] 考的叫管理学
[00:03:09 - 00:03:11] 如果是按工学招的学校
[00:03:11 - 00:03:14] 他80%专业课考得都是运储学
[00:03:14 - 00:03:16] 如果按管理学招的学校
[00:03:16 - 00:03:18] 80%的学校考得都是管理学
[00:03:18 - 00:03:20] 所以说大家一定要去关注一下
[00:03:20 - 00:03:22] 他的考试科目内容的变化
