BV号：BV1cs411p75x
标题：BV1cs411p75x
链接：https://www.bilibili.com/video/BV1cs411p75x
识别语言：zh
语言置信度：1
分段数：372
生成时间：2026-04-04 10:04:48

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:21 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:27] 那么欢迎大家收看本期的张老师课堂
[00:00:27 - 00:00:29] 那么高考刚刚结束
[00:00:29 - 00:00:31] 那么这个视频播放的这段时间
[00:00:31 - 00:00:32] 很多省份
[00:00:32 - 00:00:34] 其实高考志愿已经填爆完毕了
[00:00:34 - 00:00:35] 那么还有一些省份
[00:00:35 - 00:00:37] 可能就是本科已经填完了
[00:00:37 - 00:00:38] 现在要填装科了
[00:00:38 - 00:00:39] 那么最近
[00:00:39 - 00:00:41] 我的微博的私信里边
[00:00:41 - 00:00:42] 大多数同学问我的问题
[00:00:42 - 00:00:44] 基本上都跟两个字有关系
[00:00:44 - 00:00:46] 叫做复读
[00:00:46 - 00:00:49] 说张老师你看我今天高好可能考的不是特别的理想
[00:00:49 - 00:00:50] 我要不要去复读
[00:00:50 - 00:00:53] 那么有的朋友还问我说张老师我现在是
[00:00:53 - 00:00:55] 本科没考上我读了一个专科
[00:00:55 - 00:00:56] 值不值得去读
[00:00:56 - 00:01:00] 那么咱们今天这期节目的就跟复读是有关系的
[00:01:00 - 00:01:01] 那么首先要不要复读
[00:01:01 - 00:01:04] 其实我觉得关键看这么以下几点
[00:01:04 - 00:01:06] 首先第一点就是读专科的同学
[00:01:06 - 00:01:09] 你要不要去复读去争取读一个本科
[00:01:09 - 00:01:10] 我想告诉你的是
[00:01:10 - 00:01:14] 那看你这个专科你抱的这个专业是一个属于什么样的行业了
[00:01:14 - 00:01:16] 或者说是你这个专科的这个
[00:01:16 - 00:01:19] 学校它水平到底怎么样
[00:01:19 - 00:01:22] 我在我之前的节目当中给大家讲过
[00:01:22 - 00:01:24] 我说在专科报职院的时候
[00:01:24 - 00:01:25] 大家一定要避免一个专业
[00:01:25 - 00:01:27] 这个专业叫做医学
[00:01:27 - 00:01:29] 那么如果说你立志于学医的话
[00:01:29 - 00:01:30] 你可能上了一个大专
[00:01:30 - 00:01:32] 那么我严重建议你要去复读
[00:01:32 - 00:01:33] 为什么
[00:01:33 - 00:01:35] 因为如果说你要是读了医学大专的话
[00:01:35 - 00:01:38] 那么你将面临的是一个非常非常漫长的
[00:01:38 - 00:01:40] 一个呃成才的过程
[00:01:40 - 00:01:42] 因为有些地方啊
[00:01:42 - 00:01:43] 就是他的这个医学的专科呢
[00:01:43 - 00:01:45] 是属于那种定向培养的
[00:01:45 - 00:01:48] 您比如说对于一些偏远地区
[00:01:48 - 00:01:50] 他的一些乡村医生是缺失的
[00:01:50 - 00:01:51] 那么有一些医学院的
[00:01:51 - 00:01:53] 专门招立一些专科做定向培养
[00:01:53 - 00:01:55] 那么给一些偏远山区的
[00:01:55 - 00:01:56] 一些医院的来培养医生
[00:01:56 - 00:01:58] 因为我是见过有这样的计划的
[00:01:58 - 00:02:00] 如果说是这种保证就业的
[00:02:00 - 00:02:01] 那还稍微好一些
[00:02:01 - 00:02:03] 如果说是不保证就业的
[00:02:03 - 00:02:04] 你专科学的医学
[00:02:04 - 00:02:06] 你这个成才过程是相当漫长的
[00:02:06 - 00:02:08] 因为你首先要专生本
[00:02:08 - 00:02:10] 首先医学肯定是要专生本的
[00:02:10 - 00:02:11] 生了本以后的话
[00:02:11 - 00:02:12] 你还必须得读研
[00:02:12 - 00:02:14] 因为医学本科毕业也是无法就业的
[00:02:14 - 00:02:17] 那么你必须得读研就生生的读博士
[00:02:17 - 00:02:18] 那你要是去读研的话
[00:02:18 - 00:02:20] 有一个很要命的地方在于哪里呢
[00:02:20 - 00:02:21] 现在你想当一个医生的话
[00:02:21 - 00:02:23] 必须都有一个东西叫规陪证
[00:02:23 - 00:02:25] 这个规陪证原来我也讲过
[00:02:25 - 00:02:27] 他在中国是一个非常特殊的证
[00:02:27 - 00:02:28] 他不需要你考
[00:02:28 - 00:02:30] 他需要你用时间去耗
