BV号：BV1Ms411A7H3
标题：BV1Ms411A7H3
链接：https://www.bilibili.com/video/BV1Ms411A7H3
识别语言：zh
语言置信度：1
分段数：334
生成时间：2026-04-04 09:55:48

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:23] 我上学习变得更快乐的张雪峰老师
[00:00:23 - 00:00:25] 欢迎大家来到本期的张老师课堂
[00:00:25 - 00:00:27] 咱们本期课堂继续给大家讲一下
[00:00:27 - 00:00:29] 我印象当中的世界杯
[00:00:29 - 00:00:31] 上一次讲到了06年的世界杯
[00:00:31 - 00:00:33] 然后的话我们来看看后边几届
[00:00:33 - 00:00:35] 10年14年和18年的世界杯
[00:00:35 - 00:00:37] 10年世界杯
[00:00:37 - 00:00:38] 我们的世界杯终于走向了
[00:00:38 - 00:00:41] 所谓的足球是非常非常火的
[00:00:41 - 00:00:44] 但是我们从来没有在那举办过一个世界杯的地方
[00:00:44 - 00:00:45] 叫做飞楼
[00:00:45 - 00:00:47] 刚时在南非举办世界杯的时候
[00:00:47 - 00:00:50] 有一个非常有意思的小围人进入了大家的视野
[00:00:50 - 00:00:51] 这个小围人叫做Wuzula
[00:00:52 - 00:00:54] 这个东西自从它有了以后
[00:00:54 - 00:00:58] 你会发现以后的每一届世界杯场上都吹这个玩意的人
[00:00:58 - 00:01:01] 说实话那个声音我是真的不太喜欢的
[00:01:01 - 00:01:03] 就是你会发现满场的这种
[00:01:03 - 00:01:05] WU在这什么一个声音
[00:01:05 - 00:01:07] 确实确实是特别的讨厌
[00:01:07 - 00:01:11] Wuzula这个东西在那些世界杯是彻底的火了
[00:01:11 - 00:01:12] 火了呢还有一个人
[00:01:12 - 00:01:14] 这个人叫做夏齐拉
[00:01:14 - 00:01:18] 夏齊拉作为那一届世界杯主题曲的一个主唱
[00:01:18 - 00:01:20] 最后居然也嫁给了一个族群认员
[00:01:20 - 00:01:22] 这个族群认员就是西班牙的中博位
[00:01:22 - 00:01:23] 叫做皮克
[00:01:23 - 00:01:25] 两个人从2010年传逐相恋
[00:01:25 - 00:01:26] 一直到现在
[00:01:26 - 00:01:28] N.I还是像以前一样
[00:01:28 - 00:01:31] 可以说是足球界与文艺界的一个又一个典范
[00:01:31 - 00:01:33] 为什么说又一个典范呢
[00:01:33 - 00:01:36] 实际上足球界跟文艺界结合的案例有很多
[00:01:36 - 00:01:39] 其中最著名的不是夏齊拉和皮克
[00:01:39 - 00:01:39] 最著名的是谁
[00:01:39 - 00:01:42] 最著名的应该是贝克汉姆和维多利亚
[00:01:42 - 00:01:48] 北克哈姆这个人可能这个灵命后的朋友可能就有点印象不是很深了
[00:01:48 - 00:01:51] 但是你要知道在我们80后的这个心目当中
[00:01:51 - 00:01:54] 北克哈姆当年小贝他是非常非常帅的
[00:01:54 - 00:01:58] 当然他现在所谓的老了以后也是非常非常有男人味的
[00:01:58 - 00:02:00] 那一届世界盃呢冠军是西班牙
[00:02:00 - 00:02:01] 但是大家你知道吗
[00:02:01 - 00:02:06] 西班牙在那一届世界盃并不是以全胜战技来获得世界盃冠军的
[00:02:06 - 00:02:08] 他第一场比赛其实是输了
[00:02:08 - 00:02:09] 他输给了谁呢
[00:02:09 - 00:02:11] 输给了智利队
[00:02:11 - 00:02:12] 第一张小独裁就输了
[00:02:12 - 00:02:13] 那个时候他输完以后的话
[00:02:13 - 00:02:14] 大家就唱衰西班牙
[00:02:14 - 00:02:15] 为什么
[00:02:15 - 00:02:17] 西班牙这个国家一直是这样
[00:02:17 - 00:02:19] 一道大赛就掉链子
[00:02:19 - 00:02:20] 每次都大赛
[00:02:20 - 00:02:21] 全都掉链子
[00:02:21 - 00:02:23] 尤其是世界杯这个舞台
[00:02:23 - 00:02:25] 你说哪一届西班牙队弱
[00:02:25 - 00:02:26] 哪一届都不弱
[00:02:26 - 00:02:27] 原来还有龙儿
[00:02:27 - 00:02:28] 对吧
[00:02:28 - 00:02:29] 然后的话哪一届都不弱
[00:02:29 - 00:02:31] 这一届本来大家也比较看好的
[00:02:31 - 00:02:32] 结果第一场就输了
[00:02:33 - 00:02:34] 输了以后大家就觉得说
[00:02:34 - 00:02:36] 哎呀这个西班牙队还是不行
[00:02:36 - 00:02:37] 扶不起的恶斗
[00:02:37 - 00:02:38] 简直就是扶不起的恶斗
[00:02:38 - 00:02:41] 咱們不能跟他壓他
[00:02:41 - 00:02:43] 結果那一屆世界盃西班牙打
[00:02:43 - 00:02:45] 讓人就是怎麼說呢
[00:02:45 - 00:02:47] 比較意外的在第一場輸掉的情況下
[00:02:47 - 00:02:49] 最後是贏格的世界盃的冠軍
[00:02:49 - 00:02:51] 那一屆還有一個隊
[00:02:51 - 00:02:53] 值得給我們印象非常深刻的就是荷蘭隊
[00:02:53 - 00:02:55] 荷蘭隊是最後的壓距
[00:02:55 - 00:02:57] 所以荷蘭隊最後的壓距
[00:02:57 - 00:03:00] 我們總說荷蘭隊這個隊伍叫做無免之王
[00:03:00 - 00:03:01] 什麼叫無免之王
[00:03:01 - 00:03:05] 每一屆都有天才衡議的球員出現
[00:03:05 - 00:03:08] 但是每一屆他都拿不了最後的冠軍
[00:03:08 - 00:03:11] 那一届的荷兰队可以说是荷兰队的黄金一代
[00:03:11 - 00:03:12] 像这个思内流
[00:03:12 - 00:03:12] 对吧
[00:03:12 - 00:03:15] 这非常非常牛的一个中程大师
[00:03:15 - 00:03:19] 结果那一届世界面的荷兰队是最后倒在了决赛的
[00:03:19 - 00:03:19] 这个这个这个
[00:03:19 - 00:03:21] 最后决赛的决赛场上
