BV号：BV1ts41177YA
标题：BV1ts41177YA
链接：https://www.bilibili.com/video/BV1ts41177YA
识别语言：zh
语言置信度：1
分段数：165
生成时间：2026-04-04 10:14:34

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:22] 关于条计大家记住
[00:00:22 - 00:00:23] 极掉天赋存条计
[00:00:23 - 00:00:25] 你们在天津院的时候滑倒
[00:00:25 - 00:00:26] 其实有的时候我真的
[00:00:26 - 00:00:29] 就是滑倒这个事基本上不太可能发生
[00:00:29 - 00:00:29] 知道吧
[00:00:29 - 00:00:31] 就我认为是不太可能发生
[00:00:31 - 00:00:34] 因为平行之愿跟我们当时的阶梯之愿还不一样
[00:00:34 - 00:00:35] 你像我们当年在报社里面
[00:00:35 - 00:00:36] 我们那叫阶梯之愿
[00:00:36 - 00:00:37] 什么叫阶梯之愿
[00:00:37 - 00:00:39] 就是第一之愿你报
[00:00:39 - 00:00:40] 报完以后的话就一本二之愿
[00:00:40 - 00:00:41] 完一本三之愿
[00:00:41 - 00:00:43] 但一本二之愿
[00:00:43 - 00:00:44] 人家万一把你的一本二之愿
[00:00:44 - 00:00:46] 放在了一本一之愿
[00:00:46 - 00:00:47] 你抱这个学校
[00:00:47 - 00:00:48] 人家是优先陆许
[00:00:48 - 00:00:49] 人家不优先陆许你的
[00:00:49 - 00:00:51] 但如果人家120支员招码了
[00:00:51 - 00:00:52] 你120支员就废了
[00:00:52 - 00:00:54] 这是当年我们的阶梯支员
[00:00:54 - 00:00:56] 但是现在平行支员不是这样的了
[00:00:56 - 00:00:58] 平行支员大家应该都知道
[00:00:58 - 00:01:00] 可能你们了解的也比较了解了
[00:01:00 - 00:01:01] 它是平行的
[00:01:01 - 00:01:04] 就是说你哪怕我把它放在第五支员
[00:01:04 - 00:01:05] 我孩子分比你孩子分高
[00:01:05 - 00:01:07] 你也优先陆许我孩子
[00:01:07 - 00:01:08] 这是平行支员
[00:01:08 - 00:01:10] 这是它的优点知道吧
[00:01:10 - 00:01:11] 但是它的缺点是什么呢
[00:01:11 - 00:01:12] 缺点就是它有可能会造成
[00:01:12 - 00:01:15] 那个调剂比较恶心的情况
[00:01:15 - 00:01:17] 那么各位家长朋友就是你们在天区院的时候
[00:01:17 - 00:01:19] 应该怎么天的肯定不会滑的
[00:01:19 - 00:01:20] 你比如说你最后两个区院
[00:01:20 - 00:01:21] 应该是保的区院
[00:01:21 - 00:01:23] 前面两个区院应该是冲的区院
[00:01:23 - 00:01:24] 那么前面两个区院冲的时候的话
[00:01:24 - 00:01:26] 你要选择什么样的学校来着
[00:01:26 - 00:01:29] 要选择即使是你孩子上的这个学校最烂的专业
[00:01:29 - 00:01:30] 你也要怎么样
[00:01:30 - 00:01:31] 能接受
[00:01:31 - 00:01:33] 其实还有更好的办法
[00:01:33 - 00:01:35] 什么就更好的办法呢
[00:01:35 - 00:01:37] 就是这个刚才我说的那个数据全部全的问题
[00:01:37 - 00:01:40] 一个想算他给你的数据全部全
[00:01:40 - 00:01:41] 全部全的话说的是什么
[00:01:41 - 00:01:43] 第一啊就是说你的这个孩子这个名次
[00:01:43 - 00:01:45] 这个位次因为平成是愿举看位次
[00:01:45 - 00:01:46] 不看分
[00:01:46 - 00:01:47] 你们以后问问题
[00:01:47 - 00:01:49] 不要问说张老师我们家还在考了多少分
[00:01:49 - 00:01:50] 我们家还在报哪个宣传比较好
[00:01:50 - 00:01:52] 这个问题是不存在的
[00:01:52 - 00:01:54] 为什么我给大家举一个极端的例子
[00:01:54 - 00:01:55] 极为极端的例子
[00:01:55 - 00:01:56] 就是当年我们在高考的时候
[00:01:56 - 00:01:59] 黑东江省的一本分之下是476
[00:01:59 - 00:02:00] 550分的话
[00:02:00 - 00:02:02] 大概能上一个相当相当不突的一本了
[00:02:02 - 00:02:04] 但是第二年的黑东江省的一本分之下
[00:02:04 - 00:02:05] 干到了543
[00:02:05 - 00:02:08] 因为分之下每一年都有变化
[00:02:08 - 00:02:11] 你这个分在今年和去年的概念是不一样的
[00:02:11 - 00:02:14] 你这个分今年和去年的位次也是不一样的
[00:02:14 - 00:02:15] 而平行居然是看位次
[00:02:15 - 00:02:17] 我们家还得位次比你高就ok
[00:02:17 - 00:02:18] 能明白吧
[00:02:18 - 00:02:20] 所以说让它在位次是最重要的
[00:02:20 - 00:02:21] 那你刚才写报转的时候
[00:02:21 - 00:02:22] 比如人家还得考的是1万名
[00:02:22 - 00:02:23] 那么你前面报转的时候
[00:02:23 - 00:02:25] 第一个第二转最好是报什么
[00:02:25 - 00:02:27] 往年大概9000多位能召生的
[00:02:27 - 00:02:27] 对吧
[00:02:27 - 00:02:28] 这个是你觉得可能会比较好的
[00:02:28 - 00:02:29] 对吧
[00:02:29 - 00:02:30] 这是所谓你所谓的充值院
[00:02:30 - 00:02:32] 充值院的其实还有个更细的是什么呢
[00:02:32 - 00:02:34] 就是9000位次那些学校
[00:02:34 - 00:02:34] 比如说有一个学校
[00:02:34 - 00:02:36] 他往年9000位次召生
[00:02:36 - 00:02:37] 你家还得考了1万名
[00:02:37 - 00:02:38] 这个9000位次招生的这个月效
[00:02:38 - 00:02:39] 他招了10个专业
[00:02:39 - 00:02:40] 这10个专业
[00:02:40 - 00:02:43] 哪些专业是要高于这个位次招生的
[00:02:43 - 00:02:47] 哪些位次是在这个位次上正好招生的
[00:02:47 - 00:02:50] 就在提档线还是在提档线之上
[00:02:50 - 00:02:52] 这个是数据是最全的
[00:02:52 - 00:02:52] 知道吧
[00:02:52 - 00:02:53] 如果说你能拿到这个数据是最全的
[00:02:53 - 00:02:57] 现在很多结构都有这种数据的这种卡去售卖
[00:02:57 - 00:02:58] 你都给孩子花了这么多钱了
[00:02:58 - 00:03:00] 这个该买得买啊
[00:03:00 - 00:03:02] 就没这个卡这个数据卡是没多少钱的
[00:03:02 - 00:03:04] 但是这个数据卡一定要有这个数据
[00:03:04 - 00:03:04] 你能没卖吧
[00:03:04 - 00:03:07] 那么如果说这个学校有10个专业
[00:03:08 - 00:03:09] 这个学校有10个专业
[00:03:09 - 00:03:11] 有那么4个专业是
[00:03:12 - 00:03:14] 在提党线就能录取的
[00:03:14 - 00:03:16] 那么各位家长你最后再给孩子报出
[00:03:16 - 00:03:17] 报好几个专业
[00:03:18 - 00:03:20] 那么你最起码要报一个
[00:03:20 - 00:03:22] 这4个里边提党线就能录取
[00:03:22 - 00:03:25] 你最能接受最想让孩子上的那一个
[00:03:25 - 00:03:27] 这么报是最科学的
[00:03:28 - 00:03:28] 因为同学
[00:03:28 - 00:03:29] 因为各位家长
[00:03:29 - 00:03:32] 如果说你报的那些区院都不是提党线上的
[00:03:32 - 00:03:34] 那最后那4个区院
[00:03:34 - 00:03:36] 还得上哪个你就说了不算了
[00:03:36 - 00:03:37] 能明白吧
[00:03:37 - 00:03:39] 而今儿我冲撰院的话
[00:03:39 - 00:03:40] 我抱着四个提档线里边
[00:03:40 - 00:03:42] 其中的两个会一个我能接受的
[00:03:42 - 00:03:44] 那我最起码我大不了提档线上
[00:03:44 - 00:03:45] 我也能接受
[00:03:45 - 00:03:46] 因为这个是我选的
[00:03:46 - 00:03:47] 你抱好几个学校
[00:03:47 - 00:03:48] 从学校的选择上
[00:03:48 - 00:03:50] 最后那两个学校一定是什么
[00:03:50 - 00:03:51] 你往年大概还得是一万
[00:03:52 - 00:03:53] 你这还得考了一万名
[00:03:53 - 00:03:55] 往年大概在一万一千名的招生
[00:03:55 - 00:03:56] 你发现这个学校
[00:03:56 - 00:03:57] 今年一万一
[00:03:57 - 00:03:58] 去年一千年一万一
[00:03:58 - 00:04:00] 今年在一万以上可能性不大
[00:04:00 - 00:04:01] 对吧
