BV号：BV1wW411S7a1
标题：BV1wW411S7a1
链接：https://www.bilibili.com/video/BV1wW411S7a1
识别语言：zh
语言置信度：1
分段数：158
生成时间：2026-04-04 09:29:10

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:27] 欢迎大家走进本期的张老师课堂
[00:00:27 - 00:00:29] 那么上一期我们这个视频推出来以后的话
[00:00:29 - 00:00:32] 有很多学其他专业的同学都在说张老师
[00:00:32 - 00:00:34] 什么时候是讲讲我们这个专业
[00:00:34 - 00:00:37] 那咱们这一期继续给大家带领大家了解一下
[00:00:37 - 00:00:39] 咱们各个专业的考研的情况
[00:00:39 - 00:00:41] 咱们今天说一个人数挺多
[00:00:41 - 00:00:43] 然后的话又比较难办的一个专业
[00:00:43 - 00:00:45] 叫做化学
[00:00:45 - 00:00:47] 为什么说化学这个专业比较难办
[00:00:47 - 00:00:49] 因为张老师在读本科的时候
[00:00:49 - 00:00:51] 我的本科叫郑州大学
[00:00:51 - 00:00:53] 我们郑大实际上最有名的专业
[00:00:53 - 00:00:54] 就是化学专业
[00:00:54 - 00:00:56] 但是化学这个专业
[00:00:56 - 00:00:58] 虽然说在郑大非常的强
[00:00:58 - 00:00:59] 也非常的有名
[00:00:59 - 00:01:00] 甚至我们郑大自己
[00:01:00 - 00:01:02] 排养出来的第一位院士
[00:01:02 - 00:01:03] 也是出自于化学系
[00:01:03 - 00:01:05] 但是实际在就业过程当中
[00:01:05 - 00:01:07] 化学这个专业就业
[00:01:07 - 00:01:09] 它其实是还不如化工
[00:01:09 - 00:01:11] 而郑大的化工没有化学那么有名
[00:01:11 - 00:01:13] 但是就业它不如化工
[00:01:13 - 00:01:17] 这几乎是所有学理学专业的一个通病
[00:01:17 - 00:01:20] 就是如果说你学的像很多理学专业
[00:01:20 - 00:01:23] 像比如说像物理学啊化学这种纯粹的理学呢
[00:01:23 - 00:01:25] 你会发现你就业是不如工学的
[00:01:25 - 00:01:29] 因为工学是理学的一个它的相应延伸
[00:01:29 - 00:01:31] 它是一个理学的一个应用
[00:01:31 - 00:01:31] 知道吧
[00:01:31 - 00:01:34] 所以说的话你就是一些基础学科
[00:01:34 - 00:01:35] 为什么叫理学
[00:01:35 - 00:01:36] 它叫基础学科
[00:01:36 - 00:01:38] 这些基础学科你将来你再怎么学
[00:01:38 - 00:01:40] 你还要涉及到应用上
[00:01:40 - 00:01:43] 所以说你会发现几乎所有的学校都是这个样子
[00:01:43 - 00:01:44] 就是你化工专业
[00:01:44 - 00:01:47] 可能比你化学专业就业还要好一些
[00:01:47 - 00:01:49] 那么如果说各位同学你学化学的话
[00:01:49 - 00:01:51] 你考研你考你自己本专业的话
[00:01:51 - 00:01:53] 化学在研究生阶段时分成了
[00:01:53 - 00:01:56] 五个不同的二职学科分别叫做
[00:01:56 - 00:01:59] 有机无机分析物理高分子物理化学
[00:01:59 - 00:02:00] 这是五个不同的专业
[00:02:00 - 00:02:02] 那么大家本科学化学的话
[00:02:02 - 00:02:03] 应该知道这五个专业
[00:02:03 - 00:02:05] 可能会有一些相应的差别
[00:02:05 - 00:02:06] 那如果说你化学
[00:02:06 - 00:02:07] 你考你这个专业的专所的话
[00:02:08 - 00:02:09] 大家注意
[00:02:09 - 00:02:12] 理科的专所基本上它都是只有一种
[00:02:13 - 00:02:15] 叫做学科教育化学
[00:02:15 - 00:02:17] 学科教育化学你一听就知道了
[00:02:17 - 00:02:21] 这个转眼也是将来当初中高中的相应化学老师的
[00:02:21 - 00:02:23] 而如果说你要是考这种化学的话
[00:02:23 - 00:02:24] 在考学书系研究生的话
[00:02:24 - 00:02:27] 一般情况下是有一个叫做政治英语
[00:02:27 - 00:02:30] 然后第三课的有的学会考一门叫综合化学
[00:02:30 - 00:02:31] 就是什么化学都考
[00:02:31 - 00:02:33] 然后第四门的话你可能是考有机化学
[00:02:33 - 00:02:34] 它就在考一门有机
[00:02:34 - 00:02:35] 考无机化学再考一门无机
[00:02:35 - 00:02:39] 但如果说你要是考学科教育化学的话
[00:02:39 - 00:02:41] 那么你考的四课叫做政治英语
[00:02:41 - 00:02:43] 然后第三课叫333教育学综合
[00:02:43 - 00:02:47] 这一课我们在讲很多专业的时候都出现过
[00:02:47 - 00:02:48] 333教育学综合
[00:02:48 - 00:02:50] 再次强调一下这一课是
[00:02:50 - 00:02:52] 国家统一给大纲
[00:02:52 - 00:02:54] 每个学校自主命题的
[00:02:54 - 00:02:55] 国家统一给大纲
[00:02:55 - 00:02:56] 每个学校自主命题的
[00:02:56 - 00:02:57] 最后一课
[00:02:57 - 00:02:58] 再考一门化学的专业课
[00:02:58 - 00:03:01] 那么招收学科教育化学的学校
[00:03:01 - 00:03:02] 大多数都是
[00:03:02 - 00:03:03] 一听明的就知道了
[00:03:03 - 00:03:05] 都是师范类的高校
[00:03:05 - 00:03:07] 或者说是当年在成立的时候
[00:03:07 - 00:03:10] 合并了师范类学校的一些综合型大学
[00:03:10 - 00:03:12] 比如说像什么苏州大学安徽大学
[00:03:12 - 00:03:13] 他虽然不叫什么身份大学
[00:03:13 - 00:03:15] 但是他也有学科教育
[00:03:15 - 00:03:17] 苦苦化学这样的一个专业
[00:03:17 - 00:03:19] 所以说大家你这是考学化学的
[00:03:19 - 00:03:21] 这一个考学朔和考专朔
[00:03:21 - 00:03:22] 学化学的同学
[00:03:22 - 00:03:26] 如果说你自己数学是能够解决的话
[00:03:26 - 00:03:28] 那么其实你是可以在考研阶段的
[00:03:28 - 00:03:30] 去转而去考化工的
