BV号：BV19W411R7ie
标题：BV19W411R7ie
链接：https://www.bilibili.com/video/BV19W411R7ie
识别语言：zh
语言置信度：1
分段数：323
生成时间：2026-04-04 09:46:38

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:03 - 00:00:21] 大家好
[00:00:21 - 00:00:24] 我是让学习变得更快乐的张雪峰老师
[00:00:24 - 00:00:26] 咱们今天回归到我的本行
[00:00:26 - 00:00:29] 给大家讲一讲关于考研的事情
[00:00:29 - 00:00:30] 因为以后发现
[00:00:30 - 00:00:31] 只要是我讲考研的事情
[00:00:31 - 00:00:33] 不管是讲什么专业
[00:00:33 - 00:00:34] 底下都会蹦出来一大堡学生
[00:00:34 - 00:00:35] 说张老师
[00:00:35 - 00:00:37] 你咋不讲讲艺术类考研呢
[00:00:37 - 00:00:40] 咱们今天就给大家讲一讲艺术类的考研
[00:00:40 - 00:00:42] 你们想听张老师就给你讲
[00:00:42 - 00:00:44] 首先艺术类考研
[00:00:44 - 00:00:45] 我们要先去跟溯源一下
[00:00:45 - 00:00:46] 就为数院一下
[00:00:46 - 00:00:47] 就是当年的高考
[00:00:47 - 00:00:49] 那么现在有很多高考的家长问我一个问题
[00:00:49 - 00:00:51] 说张老师我们家孩子去学美术类
[00:00:51 - 00:00:52] 好不好
[00:00:52 - 00:00:53] 我想跟大家说
[00:00:53 - 00:00:55] 就是说各位家长和考生你要明白一点
[00:00:55 - 00:00:57] 就是高中生一都明白一点
[00:00:57 - 00:00:59] 美术你高中学美术
[00:00:59 - 00:01:01] 其实你为了在大学报支院的时候
[00:01:01 - 00:01:03] 是有两类专业可以选的
[00:01:03 - 00:01:04] 一类是纯美术类专业
[00:01:05 - 00:01:06] 比如说这种纯美术类专业
[00:01:06 - 00:01:07] 包括什么
[00:01:07 - 00:01:08] 比如说美术教育
[00:01:08 - 00:01:09] 包括像一些油画
[00:01:09 - 00:01:11] 中国画板画
[00:01:12 - 00:01:14] 雕塑这都是纯粹的美术类
[00:01:14 - 00:01:16] 另外一類是設計類
[00:01:16 - 00:01:18] 設計類包括工業設計
[00:01:18 - 00:01:20] 平面設計
[00:01:20 - 00:01:21] 還益
[00:01:21 - 00:01:23] 數字媒體技術等等
[00:01:23 - 00:01:25] 這些都是設計類的
[00:01:25 - 00:01:27] 大家在報的時候你要知道
[00:01:27 - 00:01:28] 如果說你高考報告院的時候
[00:01:28 - 00:01:29] 你要知道
[00:01:29 - 00:01:31] 如果說你孩子想將來往畫家
[00:01:31 - 00:01:33] 或者是美術教育的方向發展
[00:01:33 - 00:01:36] 最好是考那種比較專業的美術學院
[00:01:36 - 00:01:38] 或者說是師範類大學
[00:01:38 - 00:01:40] 他們這種學院會比較好
[00:01:40 - 00:01:42] 比如說像中央美院
[00:01:42 - 00:01:44] 像这边各种师傅大学啊
[00:01:44 - 00:01:45] 他们这种像什么油画板画
[00:01:45 - 00:01:47] 这种纯美术类专业会比较好一些
[00:01:47 - 00:01:50] 但如果说你要先考设计类的话
[00:01:50 - 00:01:51] 那么大家你在考的时候一定要注意
[00:01:51 - 00:01:53] 这一点考研的同学也要注意听
[00:01:53 - 00:01:56] 就是你这个专业它到底好不好
[00:01:56 - 00:01:59] 大家注意设计类一定是跟工业有关系的
[00:01:59 - 00:02:01] 比如说如果说你想做平面设计
[00:02:01 - 00:02:02] 或者想做环译的话
[00:02:02 - 00:02:04] 那么你得找一个谁嘛的学校呢
[00:02:04 - 00:02:06] 这个学校它同步比较好
[00:02:06 - 00:02:07] 这个学校它同步比较好
[00:02:07 - 00:02:09] 如果大家如果学环译的话
[00:02:09 - 00:02:09] 都应该知道
[00:02:09 - 00:02:11] 就是环译它就是设计什么
[00:02:11 - 00:02:12] 設計什麼房間啊
[00:02:12 - 00:02:14] 包括裝飾等等等等
[00:02:14 - 00:02:16] 那麼同比較好的學校
[00:02:16 - 00:02:18] 他這個專業相信就不會差
[00:02:18 - 00:02:20] 那張老師呢如果我想學工業設計呢
[00:02:20 - 00:02:21] 如果說想學工業設計的話
[00:02:21 - 00:02:22] 你就要找什麼樣的學校呢
[00:02:22 - 00:02:24] 找那種機械比較好的學校
[00:02:24 - 00:02:26] 找一些機械比較好的學校
[00:02:26 - 00:02:26] 比如像
[00:02:26 - 00:02:29] 比如像各種各樣的航空航天大學啊
[00:02:29 - 00:02:29] 對吧
[00:02:29 - 00:02:30] 比如說像同級啊
[00:02:30 - 00:02:32] 比如像吉林大學啊
[00:02:32 - 00:02:34] 他的工業設計都會很不錯
[00:02:34 - 00:02:36] 那麼如果說你是想學一些其他的
[00:02:36 - 00:02:37] 比如說我想學服裝設計
[00:02:37 - 00:02:39] 那麼你就要找些什麼的學校
[00:02:39 - 00:02:41] 那么它仿制类专业比较好
[00:02:41 - 00:02:44] 比如说原来中国仿制工业部的知识面效
[00:02:44 - 00:02:45] 它先用的服装设计专业都会比较好
[00:02:45 - 00:02:47] 比如像东华大学呀
[00:02:47 - 00:02:47] 对吧
[00:02:47 - 00:02:50] 比如说像这个这个这个浙江理工大学呀
[00:02:50 - 00:02:51] 这都是原来的仿制学校
[00:02:51 - 00:02:53] 那么它的服装设计专业会比较好
[00:02:53 - 00:02:55] 所以说大家你要知道的是一类是
[00:02:55 - 00:02:57] 美术纯美术类的
[00:02:57 - 00:02:58] 一类是设计类的
[00:02:58 - 00:03:01] 这个我们在报考的时候它是不一样的
[00:03:01 - 00:03:02] 那么美术类的同学呢
[00:03:02 - 00:03:05] 你最好将来在考研的时候也报考美术类的学校
[00:03:05 - 00:03:06] 那么设计类的同学呢
[00:03:06 - 00:03:07] 你最好在報好的時候呢
