BV号：BV1aW411h7n4
标题：BV1aW411h7n4
链接：https://www.bilibili.com/video/BV1aW411h7n4
识别语言：zh
语言置信度：1
分段数：244
生成时间：2026-04-04 12:20:09

[00:00:00 - 00:00:02] 欢迎大家来到张老师课堂
[00:00:02 - 00:00:03] 我是张雪峰老师
[00:00:04 - 00:00:05] 你还说
[00:00:05 - 00:00:05] 干嘛来了
[00:00:05 - 00:00:06] 考研
[00:00:07 - 00:00:08] 可不能让您考
[00:00:09 - 00:00:09] 放车别走
[00:00:09 - 00:00:10] 为什么呀
[00:00:10 - 00:00:12] 是因为老师的人群中多看了你
[00:00:17 - 00:00:18] 人到中年了
[00:00:18 - 00:00:20] 还有考研的必要吗
[00:00:22 - 00:00:23] 人到中年
[00:00:25 - 00:00:26] 大哥你的甚还好吗
[00:00:27 - 00:00:28] 这个
[00:00:28 - 00:00:30] 其实我对中年的理解
[00:00:30 - 00:00:31] 这个年龄概念是
[00:00:31 - 00:00:33] 三十五岁到四十五岁
[00:00:33 - 00:00:34] 这个阶段
[00:00:34 - 00:00:35] 我觉得在现在这个社会
[00:00:35 - 00:00:36] 可以叫做中年
[00:00:36 - 00:00:38] 35岁以内这还叫年轻人
[00:00:38 - 00:00:39] 你看我这个
[00:00:39 - 00:00:39] 嘿嘿嘿
[00:00:39 - 00:00:41] 我就觉得我好年轻对吧
[00:00:41 - 00:00:43] 那么35到45这个年代
[00:00:43 - 00:00:45] 你说老实我还有没有必要去读个眼
[00:00:45 - 00:00:49] 我个人觉得还是有必要去多读点书
[00:00:49 - 00:00:50] 但是不是要读眼的话
[00:00:50 - 00:00:51] 就另外一码说
[00:00:51 - 00:00:52] 因为现在目前咱们国家
[00:00:52 - 00:00:55] 人生的体制有一种叫做MBA
[00:00:55 - 00:00:56] 叫做工商管理硕士
[00:00:56 - 00:00:58] 还有一个叫做高级工商管理硕士
[00:00:58 - 00:01:00] 叫做ENB
[00:01:00 - 00:01:02] 那么我个人觉得这两个是有职责
[00:01:02 - 00:01:03] 必要去读一读的
[00:01:03 - 00:01:04] 为什么呢
[00:01:04 - 00:01:06] 因为人到中年在发展的时候
[00:01:06 - 00:01:08] 肯定会遇到一定的平静
[00:01:08 - 00:01:10] 肯定会遇到一定的平静
[00:01:10 - 00:01:11] 你比如说说老师我觉得
[00:01:11 - 00:01:13] 我现在我跟年轻人我拼我拼不过了
[00:01:13 - 00:01:13] 对吧
[00:01:13 - 00:01:15] 我拼的就是一些经验
[00:01:15 - 00:01:16] 那么除了经验以外
[00:01:16 - 00:01:18] 我个人觉得我还要拼一些什么
[00:01:18 - 00:01:19] 社会资源
[00:01:19 - 00:01:21] 比如说你的一些人脉关系
[00:01:21 - 00:01:22] 那么我不知道
[00:01:22 - 00:01:24] 我现在人到中年的时候
[00:01:24 - 00:01:25] 就是你们是怎样
[00:01:25 - 00:01:26] 如何拖拦自己的人脉的
[00:01:26 - 00:01:27] 因为一般情况下
[00:01:27 - 00:01:29] 比如说你在本单位体制之内
[00:01:29 - 00:01:30] 那你认识你单位的人
[00:01:30 - 00:01:31] 对吧
[00:01:31 - 00:01:32] 然后的话你的爱人
[00:01:32 - 00:01:32] 对吧
[00:01:32 - 00:01:35] 然后的话他有一帮体制之内的人
[00:01:35 - 00:01:36] 然后的话就是他们那个权子的人
[00:01:36 - 00:01:38] 你可能也认识那个权子
[00:01:38 - 00:01:40] 你可能认识这两个权子对吧
[00:01:40 - 00:01:41] 但是如果说你去读一些书的话
[00:01:41 - 00:01:43] 你就可能会认识更多的权子
[00:01:43 - 00:01:45] 尤其是读MBA和EMBA
[00:01:45 - 00:01:47] 那么你会认识到这个城市当中
[00:01:47 - 00:01:50] 其他行业的各种各样的社会精英
[00:01:50 - 00:01:52] 其实你会发现我们在读MBA和EMBA的时候
[00:01:52 - 00:01:54] 你说去学点什么东西
[00:01:54 - 00:01:55] 其实也很难学了
[00:01:55 - 00:01:57] 因为就像你所说的
[00:01:57 - 00:01:59] 可能学习能力就没有那么强硕
[00:01:59 - 00:02:01] 说你现在我们像年轻人一样
[00:02:01 - 00:02:04] 我成天一熬夜学习说我被单词做了几个小时
[00:02:04 - 00:02:06] 你可能到人到中年的时候
[00:02:06 - 00:02:09] 你做下来几个小时的情况可能不是很多了
[00:02:09 - 00:02:12] 但是你会发现这个人卖关系还是很需要的
[00:02:12 - 00:02:15] 所以说我个人建议是能读个NBA就读个NBA
[00:02:15 - 00:02:17] 能读个ENBA就读个ENBA
[00:02:17 - 00:02:20] 当然NBA要考ENBA也要考
[00:02:20 - 00:02:21] 这个具体考试的政策
[00:02:21 - 00:02:23] 大家想了解的话
[00:02:23 - 00:02:26] 这个我们给你留个悬念吧
[00:02:26 - 00:02:27] 下次再告诉你好吗
[00:02:27 - 00:02:29] NBA是要考全国同考
[00:02:29 - 00:02:31] ENBA就不一定
[00:02:31 - 00:02:33] 专说是两年
[00:02:33 - 00:02:35] 但学朔两年和三年有区别吗
[00:02:36 - 00:02:38] 其实一个专业
[00:02:38 - 00:02:39] 有的学校学朔两年
[00:02:39 - 00:02:41] 有的学校学朔三年
[00:02:41 - 00:02:41] 有没有差别
[00:02:41 - 00:02:43] 我可以非常负责任地告诉大家
[00:02:43 - 00:02:45] 基本上没什么差别
[00:02:45 - 00:02:46] 你们的主干课程相应的
[00:02:46 - 00:02:48] 基本上都是一样的
[00:02:48 - 00:02:49] 如果说是学朔三年的话
